green_channel,red_channel,ir_channel,Anomaly_ch0
54470,29075,55416,1
54441,29027,55333,1
54408,28981,55252,1
54373,28936,55173,1
54336,28893,55096,1
54296,28853,55020,1
54254,28815,54944,1
54210,28777,54867,1
54166,28735,54790,1
54119,28691,54718,1
54070,28646,54650,1
54020,28603,54584,1
53973,28563,54520,1
53928,28526,54459,1
53882,28491,54398,1
53833,28454,54331,1
53780,28416,54258,1
53723,28379,54183,1
53660,28343,54105,1
53592,28307,54030,1
53525,28274,53960,1
53462,28243,53894,1
53406,28216,53834,1
53359,28194,53787,1
53325,28180,53755,1
53302,28175,53738,1
53293,28182,53736,1
53296,28199,53752,1
53311,28225,53784,1
53337,28258,53832,1
53373,28297,53893,1
53418,28342,53962,1
53469,28392,54036,1
53523,28443,54114,1
53579,28495,54196,1
53633,28547,54279,1
53684,28597,54360,1
53729,28643,54435,1
53769,28683,54499,1
53802,28717,54549,1
53831,28743,54587,1
53854,28762,54616,1
53871,28775,54636,1
53882,28782,54646,1
53895,28783,54645,1
53909,28781,54635,1
53924,28775,54619,1
53942,28766,54600,1
53965,28752,54577,1
53993,28735,54549,1
54021,28711,54513,1
54049,28682,54467,1
54079,28648,54413,1
54111,28608,54355,1
54142,28560,54297,1
54175,28508,54238,1
54212,28455,54176,1
54253,28401,54108,1
54298,28345,54036,1
54344,28284,53960,1
54388,28223,53882,1
54430,28161,53804,1
54472,28095,53725,1
54513,28025,53648,1
54550,27952,53573,1
54583,27879,53504,1
54612,27812,53439,1
54637,27754,53375,1
54660,27706,53315,1
54681,27663,53264,1
54699,27625,53223,1
54715,27591,53186,1
54732,27562,53151,1
54751,27534,53115,1
54774,27506,53073,1
54801,27470,53028,1
54831,27427,52978,1
54863,27378,52921,1
54895,27323,52856,1
54930,27259,52784,1
54969,27191,52708,1
55009,27122,52630,1
55050,27054,52555,1
55090,26988,52488,1
55134,26929,52431,1
55182,26881,52384,1
55228,26841,52346,1
55273,26808,52317,1
55311,26783,52299,1
55340,26764,52287,1
55363,26750,52278,1
55379,26738,52269,1
55387,26726,52258,1
55391,26716,52246,1
55395,26705,52232,1
55405,26692,52212,1
55421,26678,52186,1
55439,26660,52154,1
55460,26637,52113,1
55484,26610,52066,1
55506,26580,52019,1
55528,26549,51976,1
55554,26523,51939,1
55583,26500,51909,1
55611,26480,51884,1
55641,26464,51866,1
55673,26458,51861,1
55709,26464,51874,1
55752,26483,51910,1
55805,26516,51971,1
55871,26563,52061,1
55948,26628,52179,1
56032,26707,52323,1
56125,26798,52492,1
56229,26900,52681,1
56342,27011,52882,1
56459,27127,53086,1
56577,27246,53291,1
56693,27367,53497,1
56806,27484,53700,1
56913,27593,53893,1
57012,27697,54075,1
57103,27795,54244,1
57185,27880,54399,1
57256,27949,54533,1
57315,28006,54642,1
57366,28054,54727,1
57412,28091,54789,1
57449,28114,54827,1
57475,28123,54846,1
57491,28123,54849,1
57497,28113,54838,1
57494,28094,54818,1
57482,28072,54791,1
57463,28049,54762,1
57438,28028,54731,1
57408,28011,54702,1
57378,27995,54673,1
57349,27981,54646,1
57322,27971,54624,1
57294,27966,54608,1
57267,27961,54594,1
57243,27955,54584,1
57220,27947,54574,1
57199,27940,54562,1
57179,27934,54547,1
57159,27925,54532,1
57137,27916,54517,1
57113,27909,54504,1
57087,27905,54495,1
57059,27900,54490,1
57030,27896,54485,1
57001,27896,54477,1
56972,27895,54468,1
56945,27894,54458,1
56917,27892,54445,1
56886,27889,54430,1
56855,27886,54414,1
56825,27880,54401,1
56797,27872,54389,1
56772,27865,54378,1
56751,27861,54372,1
56736,27862,54373,1
56729,27867,54382,1
56729,27877,54396,1
56737,27893,54415,1
56751,27912,54439,1
56770,27932,54470,1
56792,27955,54507,1
56816,27980,54550,1
56843,28007,54595,1
56872,28036,54646,1
56903,28068,54698,1
56932,28100,54747,1
56956,28130,54789,1
56975,28156,54823,1
56991,28175,54846,1
57005,28186,54857,1
57014,28188,54859,1
57016,28181,54851,1
57016,28168,54833,1
57015,28149,54808,1
57011,28126,54778,1
57006,28099,54742,1
57003,28073,54705,1
57000,28051,54668,1
56998,28032,54637,1
56999,28018,54610,1
57005,28010,54589,1
57013,28006,54574,1
57018,28004,54561,1
57019,28000,54547,1
57018,27996,54527,1
57018,27989,54501,1
57016,27980,54469,1
57012,27965,54432,1
57007,27947,54392,1
57001,27925,54347,1
56995,27900,54298,1
56985,27872,54244,1
56974,27844,54187,1
56962,27818,54130,1
56950,27794,54077,1
56934,27770,54027,1
56916,27745,53980,1
56898,27720,53939,1
56877,27696,53902,1
56853,27674,53868,1
56827,27652,53836,1
56804,27636,53807,1
56788,27626,53780,1
56777,27620,53755,1
56769,27616,53729,1
56760,27610,53705,1
56750,27601,53680,1
56739,27586,53653,1
56730,27567,53624,1
56720,27546,53596,1
56712,27528,53570,1
56708,27512,53545,1
56704,27499,53521,1
56698,27488,53499,1
56691,27483,53483,1
56684,27488,53476,1
56675,27496,53477,1
56666,27504,53481,1
56656,27512,53487,1
56642,27519,53491,1
56624,27523,53491,1
56604,27525,53486,1
56581,27525,53475,1
56556,27523,53463,1
56528,27520,53453,1
56495,27515,53443,1
56457,27510,53432,1
56418,27505,53419,1
56376,27497,53403,1
56331,27486,53385,1
56286,27475,53364,1
56241,27466,53344,1
56198,27458,53323,1
56156,27448,53300,1
56118,27437,53274,1
56085,27432,53248,1
56061,27433,53229,1
56047,27438,53222,1
56044,27452,53234,1
56055,27480,53274,1
56088,27527,53351,1
56147,27598,53467,1
56235,27696,53623,1
56349,27816,53816,1
56483,27952,54040,1
56629,28100,54286,1
56781,28253,54543,1
56933,28410,54802,1
57083,28566,55056,1
57226,28716,55297,1
57358,28855,55520,1
57476,28975,55721,1
57577,29079,55901,1
57664,29165,56057,1
57736,29232,56189,1
57791,29282,56296,1
57831,29319,56379,1
57856,29343,56442,1
57871,29358,56490,1
57876,29366,56521,1
57873,29370,56540,1
57862,29371,56546,1
57844,29370,56542,1
57821,29368,56531,1
57796,29361,56514,1
57768,29351,56488,1
57737,29336,56455,1
57705,29318,56419,1
57671,29300,56381,1
57636,29281,56345,1
57606,29263,56310,1
57581,29247,56279,1
57561,29237,56254,1
57542,29227,56231,1
57525,29218,56207,1
57510,29208,56185,1
57496,29198,56165,1
57485,29191,56144,1
57475,29184,56123,1
57462,29176,56102,1
57442,29167,56081,1
57420,29160,56062,1
57396,29156,56045,1
57372,29151,56027,1
57350,29145,56007,1
57328,29137,55987,1
57305,29129,55967,1
57284,29120,55946,1
57263,29106,55921,1
57243,29090,55892,1
57223,29075,55864,1
57206,29061,55839,1
57194,29050,55818,1
57190,29042,55803,1
57193,29038,55789,1
57201,29038,55780,1
57213,29040,55775,1
57225,29045,55773,1
57239,29055,55775,1
57255,29070,55784,1
57273,29086,55800,1
57291,29104,55824,1
57307,29126,55854,1
57323,29151,55890,1
57336,29177,55929,1
57346,29203,55969,1
57353,29228,56005,1
57357,29246,56034,1
57359,29259,56053,1
57357,29266,56059,1
57352,29268,56056,1
57343,29263,56044,1
57330,29250,56026,1
57318,29236,56005,1
57307,29224,55985,1
57296,29212,55964,1
57285,29202,55944,1
57274,29195,55928,1
57258,29189,55910,1
57239,29180,55886,1
57215,29166,55857,1
57187,29150,55825,1
57154,29134,55792,1
57118,29120,55760,1
57084,29106,55729,1
57054,29092,55695,1
57026,29078,55657,1
56996,29062,55617,1
56965,29041,55572,1
56935,29017,55522,1
56908,28988,55469,1
56882,28956,55413,1
56857,28925,55357,1
56836,28896,55306,1
56818,28868,55260,1
56801,28841,55217,1
56787,28817,55177,1
56775,28796,55139,1
56764,28776,55100,1
56753,28757,55060,1
56741,28735,55016,1
56727,28711,54969,1
56709,28685,54920,1
56688,28659,54872,1
56667,28633,54827,1
56646,28611,54787,1
56625,28589,54749,1
56605,28565,54710,1
56585,28541,54668,1
56567,28518,54623,1
56550,28494,54578,1
56538,28473,54534,1
56527,28454,54496,1
56520,28437,54465,1
56513,28421,54441,1
56508,28410,54423,1
56506,28403,54410,1
56504,28399,54398,1
56502,28395,54387,1
56499,28393,54378,1
56497,28393,54371,1
56496,28395,54365,1
56497,28395,54360,1
56501,28395,54355,1
56506,28394,54349,1
56514,28391,54340,1
56526,28386,54328,1
56540,28376,54310,1
56554,28365,54287,1
56564,28351,54260,1
56568,28332,54229,1
56566,28311,54195,1
56561,28289,54160,1
56555,28264,54125,1
56550,28242,54095,1
56548,28226,54067,1
56549,28216,54045,1
56552,28210,54028,1
56561,28208,54020,1
56573,28213,54019,1
56586,28224,54026,1
56603,28239,54041,1
56626,28261,54071,1
56661,28292,54121,1
56713,28337,54196,1
56785,28403,54302,1
56878,28491,54439,1
56989,28596,54606,1
57111,28712,54797,1
57239,28838,55009,1
57372,28970,55233,1
57510,29105,55465,1
57651,29241,55700,1
57786,29371,55930,1
57913,29495,56149,1
58033,29613,56355,1
58146,29723,56544,1
58251,29822,56714,1
58344,29906,56862,1
58425,29975,56984,1
58493,30027,57082,1
58548,30061,57155,1
58593,30082,57204,1
58627,30092,57233,1
58652,30094,57247,1
58668,30086,57244,1
58678,30071,57226,1
58683,30050,57197,1
58683,30023,57161,1
58679,29993,57122,1
58670,29962,57080,1
58658,29932,57037,1
58643,29904,56995,1
58627,29879,56957,1
58613,29854,56924,1
58601,29830,56895,1
58592,29812,56873,1
58587,29800,56860,1
58587,29791,56852,1
58590,29784,56847,1
58595,29775,56840,1
58603,29766,56832,1
58615,29755,56823,1
58630,29745,56813,1
58645,29736,56803,1
58661,29727,56793,1
58676,29719,56780,1
58691,29706,56761,1
58706,29689,56738,1
58716,29669,56711,1
58722,29649,56681,1
58726,29628,56648,1
58727,29607,56613,1
58724,29586,56581,1
58721,29569,56553,1
58719,29555,56528,1
58718,29544,56509,1
58718,29537,56497,1
58722,29535,56489,1
58726,29533,56483,1
58729,29532,56478,1
58732,29529,56476,1
58737,29525,56475,1
58744,29522,56475,1
58753,29522,56478,1
58763,29528,56486,1
58777,29539,56499,1
58794,29554,56518,1
58812,29570,56539,1
58829,29585,56559,1
58845,29596,56575,1
58859,29603,56583,1
58872,29605,56585,1
58880,29605,56580,1
58883,29603,56571,1
58885,29597,56559,1
58887,29589,56547,1
58891,29583,56535,1
58898,29578,56525,1
58907,29574,56513,1
58919,29568,56500,1
58932,29564,56482,1
58947,29563,56463,1
58962,29559,56441,1
58976,29549,56415,1
58989,29535,56387,1
59003,29522,56357,1
59018,29511,56327,1
59031,29498,56296,1
59047,29482,56263,1
59064,29464,56225,1
59079,29444,56185,1
59092,29420,56144,1
59099,29395,56101,1
59098,29369,56057,1
59091,29342,56013,1
59078,29314,55972,1
59062,29286,55934,1
59041,29259,55898,1
59016,29234,55865,1
58988,29212,55838,1
58958,29193,55815,1
58927,29179,55795,1
58896,29169,55778,1
58866,29161,55761,1
58836,29152,55741,1
58805,29141,55718,1
58772,29126,55690,1
58741,29109,55659,1
58716,29091,55627,1
58695,29074,55594,1
58674,29056,55561,1
58657,29039,55529,1
58646,29026,55500,1
58645,29018,55478,1
58653,29015,55463,1
58668,29017,55454,1
58691,29021,55452,1
58719,29026,55452,1
58752,29033,55451,1
58787,29041,55445,1
58820,29047,55435,1
58851,29050,55421,1
58876,29049,55401,1
58896,29042,55376,1
58914,29030,55348,1
58930,29016,55319,1
58942,29000,55289,1
58950,28983,55259,1
58952,28966,55233,1
58950,28949,55210,1
58945,28934,55190,1
58937,28922,55170,1
58926,28912,55148,1
58911,28900,55127,1
58891,28889,55107,1
58868,28877,55086,1
58849,28864,55067,1
58833,28851,55047,1
58819,28840,55028,1
58807,28832,55012,1
58798,28829,54999,1
58786,28826,54986,1
58771,28822,54970,1
58751,28818,54953,1
58728,28813,54933,1
58700,28806,54912,1
58671,28795,54890,1
58643,28783,54870,1
58617,28771,54856,1
58596,28762,54850,1
58581,28757,54853,1
58573,28759,54866,1
58578,28772,54894,1
58599,28800,54946,1
58640,28846,55026,1
58698,28908,55132,1
58771,28985,55263,1
58855,29074,55417,1
58948,29174,55591,1
59050,29282,55781,1
59157,29401,55986,1
59267,29526,56201,1
59379,29655,56421,1
59492,29784,56638,1
59604,29907,56849,1
59710,30023,57049,1
59808,30131,57233,1
59894,30227,57398,1
59966,30310,57542,1
60025,30381,57663,1
60071,30436,57761,1
60106,30478,57836,1
60129,30509,57889,1
60143,30531,57924,1
60150,30546,57946,1
60151,30551,57955,1
60144,30547,57950,1
60131,30537,57932,1
60112,30522,57904,1
60089,30501,57870,1
60061,30474,57832,1
60028,30445,57792,1
59991,30414,57754,1
59953,30384,57718,1
59917,30358,57686,1
59884,30337,57657,1
59856,30322,57633,1
59830,30311,57612,1
59807,30302,57594,1
59785,30297,57582,1
59764,30294,57574,1
59742,30290,57565,1
59721,30285,57552,1
59697,30281,57535,1
59672,30278,57516,1
59647,30275,57496,1
59620,30266,57476,1
59590,30254,57455,1
59560,30240,57436,1
59533,30226,57418,1
59509,30216,57402,1
59491,30210,57388,1
59476,30204,57375,1
59466,30198,57364,1
59455,30192,57356,1
59445,30187,57346,1
59434,30183,57333,1
59423,30181,57320,1
59414,30182,57311,1
59406,30186,57305,1
59401,30195,57307,1
59400,30207,57319,1
59403,30222,57339,1
59412,30241,57363,1
59424,30261,57391,1
59435,30283,57423,1
59446,30307,57455,1
59457,30329,57484,1
59468,30348,57511,1
59475,30363,57535,1
59479,30374,57553,1
59478,30380,57566,1
59474,30380,57576,1
59467,30378,57582,1
59455,30375,57585,1
59442,30372,57585,1
59426,30368,57580,1
59407,30363,57568,1
59383,30355,57548,1
59354,30341,57520,1
59320,30322,57488,1
59282,30300,57451,1
59240,30277,57409,1
59195,30257,57367,1
59147,30240,57328,1
59099,30228,57292,1
59053,30219,57259,1
59007,30210,57227,1
58961,30202,57195,1
58916,30193,57165,1
58873,30185,57138,1
58833,30175,57110,1
58793,30163,57078,1
58754,30154,57045,1
58718,30145,57010,1
58683,30136,56972,1
58645,30127,56930,1
58601,30117,56885,1
58554,30101,56836,1
58507,30079,56784,1
58460,30051,56728,1
58415,30020,56673,1
58372,29990,56619,1
58334,29963,56567,1
58300,29938,56518,1
58270,29915,56474,1
58244,29898,56437,1
58220,29890,56407,1
58198,29886,56383,1
58176,29884,56358,1
58153,29881,56331,1
58126,29877,56306,1
58095,29872,56282,1
58063,29864,56259,1
58032,29855,56236,1
57999,29846,56211,1
57965,29837,56187,1
57932,29828,56165,1
57900,29820,56145,1
57870,29816,56127,1
57841,29813,56108,1
57813,29808,56086,1
57786,29800,56061,1
57762,29793,56036,1
57742,29789,56013,1
57724,29787,55991,1
57708,29787,55972,1
57695,29786,55958,1
57687,29785,55945,1
57685,29788,55934,1
57687,29794,55925,1
57692,29803,55919,1
57698,29813,55918,1
57703,29820,55916,1
57704,29822,55911,1
57699,29820,55904,1
57690,29817,55896,1
57677,29812,55885,1
57661,29805,55869,1
57640,29798,55850,1
57612,29789,55825,1
57577,29777,55797,1
57536,29761,55762,1
57489,29744,55722,0
57436,29725,55675,0
57374,29703,55625,0
57303,29681,55571,0
57227,29660,55518,0
57150,29641,55468,0
57075,29626,55425,0
57006,29613,55388,0
56947,29605,55362,0
56903,29606,55354,0
56882,29623,55371,0
56888,29662,55418,0
56926,29727,55500,0
56993,29817,55622,0
57087,29930,55787,0
57206,30065,55989,0
57348,30216,56221,0
57506,30376,56472,0
57673,30538,56732,0
57837,30697,56991,0
57995,30846,57243,0
58144,30985,57481,0
58279,31110,57701,0
58397,31220,57900,0
58496,31316,58077,0
58579,31399,58232,0
58647,31470,58366,0
58701,31528,58477,0
58745,31575,58566,0
58779,31616,58639,0
58803,31646,58695,0
58813,31666,58734,0
58809,31676,58753,0
58794,31678,58753,0
58772,31670,58736,0
58743,31654,58707,0
58709,31630,58667,0
58670,31601,58617,0
58628,31569,58559,0
58584,31533,58493,0
58541,31493,58416,0
58498,31449,58330,0
58455,31404,58243,0
58414,31360,58157,0
58376,31318,58076,0
58342,31281,58002,0
58312,31249,57941,0
58283,31221,57888,0
58255,31195,57841,0
58227,31172,57796,0
58195,31150,57753,0
58161,31130,57710,0
58126,31111,57669,0
58090,31092,57630,0
58052,31071,57591,0
58010,31045,57549,0
57962,31017,57501,0
57910,30989,57447,0
57857,30962,57391,0
57809,30938,57339,0
57769,30916,57293,0
57736,30899,57255,0
57712,30887,57227,0
57696,30881,57212,0
57688,30883,57212,0
57689,30890,57224,0
57697,30901,57243,0
57709,30919,57270,0
57726,30943,57304,0
57748,30973,57346,0
57773,31006,57394,0
57799,31039,57443,0
57824,31071,57493,0
57847,31103,57542,0
57867,31131,57589,0
57884,31156,57629,0
57895,31177,57660,0
57900,31192,57684,0
57898,31204,57700,0
57890,31212,57710,0
57875,31215,57713,0
57856,31211,57708,0
57831,31203,57696,0
57799,31194,57679,0
57763,31183,57658,0
57721,31171,57630,0
57673,31155,57595,0
57622,31135,57555,0
57569,31115,57512,0
57514,31093,57467,0
57459,31069,57420,0
57405,31042,57371,0
57350,31016,57319,0
57294,30990,57267,0
57240,30964,57214,0
57191,30942,57160,0
57147,30923,57105,0
57107,30903,57048,0
57069,30883,56992,0
57034,30863,56935,0
57002,30840,56876,0
56971,30810,56817,0
56942,30775,56757,0
56914,30740,56698,0
56888,30706,56641,0
56863,30674,56584,0
56836,30642,56525,0
56810,30611,56465,0
56784,30581,56405,0
56751,30550,56346,0
56713,30520,56287,0
56671,30489,56229,0
56625,30456,56173,0
56574,30421,56119,0
56520,30387,56065,0
56467,30356,56015,0
56416,30326,55968,0
56365,30298,55925,0
56315,30273,55882,0
56267,30252,55841,0
56224,30234,55801,0
56182,30216,55762,0
56143,30199,55723,0
56105,30185,55684,0
56070,30173,55648,0
56037,30163,55618,0
56008,30155,55595,0
55984,30149,55576,0
55968,30146,55558,0
55958,30148,55543,0
55951,30150,55531,0
55942,30148,55519,0
55927,30142,55506,0
55905,30133,55490,0
55879,30126,55475,0
55852,30121,55458,0
55823,30113,55439,0
55789,30100,55418,0
55749,30083,55395,0
55707,30065,55369,0
55666,30046,55341,0
55623,30026,55308,0
55576,30003,55269,0
55525,29979,55225,0
55471,29953,55177,0
55414,29925,55122,0
55352,29893,55061,0
55285,29859,54995,0
55215,29822,54926,0
55142,29783,54856,0
55069,29745,54787,0
54998,29709,54718,0
54927,29671,54650,0
54857,29628,54581,0
54787,29582,54515,0
54717,29533,54454,0
54651,29484,54401,0
54593,29442,54362,0
54550,29411,54341,0
54527,29399,54349,0
54534,29413,54398,0
54577,29460,54499,0
54660,29547,54658,0
54779,29674,54874,0
54930,29839,55139,0
55105,30032,55442,0
55295,30240,55770,0
55491,30449,56107,0
55689,30650,56446,0
55880,30842,56775,0
56058,31021,57085,0
56219,31183,57373,0
56361,31326,57637,0
56479,31449,57870,0
56574,31551,58068,0
56644,31632,58232,0
56695,31694,58363,0
56728,31740,58462,0
56745,31770,58530,0
56746,31786,58570,0
56733,31787,58584,0
56709,31775,58573,0
56674,31752,58539,0
56628,31721,58487,0
56576,31684,58423,0
56524,31643,58350,0
56477,31600,58273,0
56436,31559,58192,0
56398,31518,58109,0
56362,31474,58022,0
56326,31428,57933,0
56290,31381,57842,0
56253,31330,57751,0
56215,31279,57662,0
56174,31228,57577,0
56128,31176,57496,0
56078,31124,57415,0
56027,31075,57339,0
55979,31028,57270,0
55936,30985,57208,0
55902,30949,57151,0
55875,30918,57097,0
55852,30890,57042,0
55833,30863,56984,0
55817,30838,56926,0
55803,30814,56870,0
55793,30791,56821,0
55783,30767,56777,0
55775,30747,56736,0
55769,30732,56699,0
55767,30721,56670,0
55771,30716,56651,0
55782,30716,56643,0
55803,30722,56647,0
55832,30734,56664,0
55868,30752,56692,0
55907,30777,56729,0
55946,30805,56774,0
55984,30835,56826,0
56020,30864,56880,0
56051,30889,56930,0
56075,30911,56977,0
56095,30931,57023,0
56112,30950,57066,0
56126,30966,57105,0
56132,30980,57137,0
56131,30991,57163,0
56126,30999,57178,0
56118,31004,57184,0
56107,31003,57185,0
56091,30995,57183,0
56069,30979,57174,0
56042,30955,57159,0
56011,30925,57138,0
55972,30889,57111,0
55928,30850,57079,0
55883,30813,57042,0
55842,30781,57002,0
55806,30753,56957,0
55776,30728,56908,0
55751,30704,56857,0
55728,30678,56802,0
55706,30650,56745,0
55682,30619,56686,0
55656,30588,56624,0
55628,30555,56560,0
55595,30518,56494,0
55558,30480,56427,0
55520,30439,56362,0
55482,30398,56296,0
55442,30356,56230,0
55398,30314,56164,0
55353,30275,56099,0
55308,30237,56038,0
55263,30201,55981,0
55217,30163,55924,0
55170,30124,55863,0
55120,30085,55800,0
55068,30045,55734,0
55014,30000,55667,0
54959,29952,55598,0
54903,29901,55529,0
54844,29848,55462,0
54785,29798,55396,0
54730,29750,55331,0
54682,29706,55270,0
54642,29669,55212,0
54609,29639,55160,0
54582,29616,55115,0
54561,29600,55078,0
54547,29587,55048,0
54542,29577,55020,0
54541,29569,54995,0
54540,29563,54971,0
54539,29560,54952,0
54537,29557,54939,0
54532,29554,54930,0
54524,29550,54925,0
54515,29545,54920,0
54506,29541,54913,0
54495,29536,54904,0
54486,29531,54895,0
54478,29527,54885,0
54469,29519,54872,0
54458,29509,54858,0
54447,29497,54840,0
54435,29485,54818,0
54424,29471,54795,0
54409,29458,54770,0
54392,29444,54745,0
54375,29430,54720,0
54359,29416,54695,0
54346,29403,54673,0
54338,29391,54654,0
54335,29382,54636,0
54334,29373,54619,0
54333,29365,54603,0
54330,29355,54583,0
54323,29344,54558,0
54314,29331,54533,0
54301,29319,54508,0
54285,29310,54483,0
54270,29299,54458,0
54257,29287,54434,0
54246,29274,54410,0
54233,29258,54380,0
54214,29241,54345,0
54189,29219,54306,0
54160,29195,54265,0
54128,29169,54223,0
54098,29144,54185,0
54077,29126,54159,0
54067,29121,54155,0
54076,29137,54185,0
54113,29182,54263,0
54187,29262,54394,0
54297,29375,54582,0
54440,29518,54819,0
54614,29685,55097,0
54810,29872,55407,0
55016,30071,55737,0
55226,30273,56074,0
55436,30470,56408,0
55640,30655,56731,0
55829,30826,57035,0
55998,30980,57315,0
56142,31117,57565,0
56264,31235,57782,0
56364,31337,57964,0
56446,31419,58115,0
56508,31481,58234,0
56550,31521,58321,0
56570,31543,58376,0
56574,31548,58404,0
56562,31540,58410,0
56532,31519,58396,0
56489,31488,58365,0
56438,31448,58322,0
56382,31403,58270,0
56324,31354,58211,0
56269,31305,58145,0
56220,31258,58072,0
56177,31213,57995,0
56134,31168,57917,0
56091,31123,57839,0
56047,31079,57762,0
56005,31038,57685,0
55964,30996,57609,0
55926,30957,57539,0
55891,30920,57479,0
55859,30884,57426,0
55829,30853,57380,0
55799,30826,57337,0
55769,30802,57295,0
55736,30781,57256,0
55702,30763,57215,0
55667,30742,57171,0
55631,30714,57123,0
55594,30682,57073,0
55559,30647,57023,0
55524,30611,56973,0
55494,30577,56924,0
55468,30547,56879,0
55448,30521,56841,0
55433,30501,56810,0
55427,30486,56787,0
55426,30477,56774,0
55427,30473,56770,0
55431,30475,56773,0
55437,30478,56784,0
55445,30483,56801,0
55458,30495,56826,0
55474,30514,56858,0
55495,30540,56898,0
55519,30567,56943,0
55543,30593,56991,0
55564,30617,57038,0
55578,30638,57083,0
55586,30652,57122,0
55590,30664,57155,0
55589,30676,57179,0
55584,30686,57196,0
55577,30691,57206,0
55569,30691,57211,0
55562,30688,57209,0
55555,30682,57199,0
55549,30673,57182,0
55542,30660,57159,0
55533,30641,57131,0
55522,30620,57097,0
55510,30598,57057,0
55499,30576,57013,0
55487,30554,56966,0
55475,30531,56921,0
55463,30511,56880,0
55450,30492,56842,0
55440,30473,56809,0
55432,30455,56776,0
55424,30438,56740,0
55412,30419,56698,0
55395,30395,56649,0
55370,30369,56597,0
55339,30340,56542,0
55305,30307,56483,0
55269,30273,56422,0
55232,30239,56363,0
55194,30205,56307,0
55154,30169,56250,0
55112,30129,56187,0
55065,30082,56115,0
55013,30031,56035,0
54956,29978,55953,0
54899,29925,55874,0
54841,29874,55799,0
54782,29825,55727,0
54724,29781,55657,0
54671,29737,55591,0
54622,29694,55532,0
54577,29653,55480,0
54540,29620,55437,0
54515,29596,55402,0
54499,29582,55370,0
54490,29572,55340,0
54486,29567,55313,0
54487,29564,55289,0
54490,29563,55265,0
54492,29560,55242,0
54493,29556,55222,0
54495,29548,55204,0
54495,29538,55186,0
54493,29524,55170,0
54488,29509,55155,0
54482,29494,55140,0
54474,29481,55123,0
54461,29465,55104,0
54444,29448,55081,0
54422,29429,55056,0
54395,29411,55029,0
54365,29393,55003,0
54335,29378,54980,0
54306,29364,54958,0
54280,29352,54939,0
54257,29339,54922,0
54238,29326,54907,0
54220,29311,54895,0
54202,29293,54883,0
54186,29276,54866,0
54171,29258,54844,0
54153,29238,54815,0
54132,29217,54781,0
54110,29196,54743,0
54088,29176,54703,0
54065,29159,54662,0
54043,29142,54623,0
54024,29124,54587,0
54007,29105,54553,0
53988,29087,54520,0
53970,29072,54490,0
