green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch0,Anomaly_ch1,Anomaly_ch2,Anomaly_ch0
1420,33681,18839,1,0,1,1,0
1321,33608,18715,1,0,1,1,0
1239,33541,18591,1,0,1,1,0
1153,33473,18471,1,0,1,1,0
1059,33405,18351,1,0,1,1,0
976,33343,18232,1,0,1,1,0
906,33288,18119,1,0,1,1,0
825,33233,18010,1,0,1,1,0
732,33175,17898,1,0,1,1,0
649,33121,17785,1,0,1,1,0
1891,33068,17675,1,0,1,1,0
6486,33011,17564,1,0,1,1,0
12850,32943,17446,1,0,1,1,0
18528,32869,17323,1,0,1,1,0
24616,32789,17197,1,0,1,1,0
31767,32699,17071,1,0,1,1,0
39017,32606,16940,1,0,1,1,0
45758,32516,16805,1,0,1,1,0
51619,32429,16670,1,0,1,1,0
56423,32338,16533,1,0,1,1,0
60154,32246,16389,1,0,1,1,0
62904,32160,16241,1,0,1,1,0
64785,32073,16093,1,0,1,1,0
396,31980,15944,1,0,1,1,0
972,31881,15790,1,0,1,1,0
1131,31782,15628,1,0,1,1,0
991,31676,15458,1,0,1,1,0
646,31560,15282,1,0,1,1,0
192,31439,15098,1,0,1,1,0
65242,31320,14911,1,0,1,1,0
64758,31204,14734,1,0,1,1,0
64300,31095,14575,1,0,1,1,0
63903,31002,14446,1,0,1,1,0
63596,30938,14360,1,0,1,1,0
63371,30903,14329,1,0,1,1,0
63222,30900,14361,1,0,1,1,0
63164,30940,14465,1,0,1,1,0
63203,31029,14650,1,0,1,1,0
63323,31160,14920,1,0,1,1,0
63513,31333,15273,1,0,1,1,0
62462,31554,15697,1,0,1,1,0
58111,31818,16186,1,0,1,1,0
50697,32108,16729,1,0,1,1,0
41942,32414,17311,1,0,1,1,0
33078,32738,17913,1,0,1,1,0
24883,33072,18526,1,0,1,1,0
17787,33397,19135,1,0,1,1,0
11986,33706,19726,1,0,1,1,0
7522,34004,20290,1,0,1,1,0
4298,34289,20825,1,0,1,1,0
2130,34549,21322,1,0,1,1,0
823,34782,21775,1,0,1,1,0
202,34995,22183,1,0,1,1,0
82,35186,22545,1,0,1,1,0
279,35346,22855,1,0,1,1,0
668,35475,23110,1,0,1,1,0
1168,35581,23317,1,0,1,1,0
1704,35669,23488,1,0,1,1,0
2212,35738,23627,1,0,1,1,0
2670,35791,23735,1,0,1,1,0
3075,35836,23818,1,0,1,1,0
3415,35877,23887,1,0,1,1,0
3674,35907,23945,1,0,1,1,0
3867,35931,23989,1,0,1,1,0
4013,35956,24024,1,0,1,1,0
4108,35979,24056,1,0,1,1,0
4150,35993,24080,1,0,1,1,0
4162,36000,24095,1,0,1,1,0
4166,36008,24104,1,0,1,1,0
4156,36012,24110,1,0,1,1,0
4126,36006,24112,1,0,1,1,0
4097,36000,24106,1,0,1,1,0
4087,36000,24098,1,0,1,1,0
4084,36006,24099,1,0,1,1,0
4080,36014,24110,1,0,1,1,0
4095,36029,24130,1,0,1,1,0
4133,36054,24160,1,0,1,1,0
4175,36082,24201,1,0,1,1,0
4208,36110,24243,1,0,1,1,0
4243,36137,24279,1,0,1,1,0
4280,36161,24309,1,0,1,1,0
4302,36178,24330,1,0,1,1,0
4305,36183,24338,1,0,1,1,0
4308,36183,24329,1,0,1,1,0
4313,36179,24304,1,0,1,1,0
4298,36163,24258,1,0,1,1,0
4259,36133,24193,1,0,1,1,0
4215,36095,24111,1,0,1,1,0
4167,36050,24019,1,0,1,1,0
4098,35995,23916,1,0,1,1,0
4015,35933,23803,1,0,1,1,0
3942,35874,23685,1,0,1,1,0
3884,35822,23575,1,0,1,1,0
3828,35774,23478,1,0,1,1,0
3778,35733,23394,1,0,1,1,0
3755,35707,23325,1,0,1,1,0
3754,35699,23280,1,0,1,1,0
3759,35702,23259,1,0,1,1,0
3771,35715,23256,1,0,1,1,0
3805,35740,23269,1,0,1,1,0
3847,35771,23297,1,0,1,1,0
3879,35801,23333,1,0,1,1,0
3912,35831,23371,1,0,1,1,0
3955,35866,23412,1,0,1,1,0
3998,35901,23457,1,0,1,1,0
4030,35933,23506,1,0,1,1,0
4065,35964,23554,1,0,1,1,0
4113,35999,23598,1,0,1,1,0
4160,36032,23642,1,0,1,1,0
4191,36058,23681,1,0,1,1,0
4217,36081,23713,1,0,1,1,0
4248,36101,23734,1,0,1,1,0
4271,36112,23746,1,0,1,1,0
4278,36114,23749,1,0,1,1,0
4282,36116,23744,1,0,1,1,0
4294,36117,23733,1,0,1,1,0
4297,36115,23715,1,0,1,1,0
4287,36109,23688,1,0,1,1,0
4281,36104,23655,1,0,1,1,0
4284,36103,23620,1,0,1,1,0
4279,36097,23583,1,0,1,1,0
4264,36084,23543,1,0,1,1,0
4253,36070,23499,1,0,1,1,0
4247,36053,23450,1,0,1,1,0
4222,36026,23389,1,0,1,1,0
4175,35988,23316,1,0,1,1,0
4126,35947,23237,1,0,1,1,0
4081,35906,23151,1,0,1,1,0
4020,35858,23059,1,0,1,1,0
3942,35803,22959,1,0,1,1,0
3866,35747,22855,1,0,1,1,0
3798,35691,22752,1,0,1,1,0
3723,35631,22653,1,0,1,1,0
3647,35571,22554,1,0,1,1,0
3587,35520,22455,1,0,1,1,0
3537,35475,22356,1,0,1,1,0
3477,35430,22260,1,0,1,1,0
3416,35386,22166,1,0,1,1,0
3370,35350,22076,1,0,1,1,0
3334,35318,21995,1,0,1,1,0
3288,35285,21919,1,0,1,1,0
3241,35255,21847,1,0,1,1,0
3211,35233,21777,1,0,1,1,0
3189,35216,21712,1,0,1,1,0
3159,35195,21649,1,0,1,1,0
3130,35175,21586,1,0,1,1,0
3114,35159,21523,1,0,1,1,0
3097,35139,21461,1,0,1,1,0
3066,35112,21396,1,0,1,1,0
3029,35083,21327,1,0,1,1,0
2998,35055,21257,1,0,1,1,0
2962,35026,21189,1,0,1,1,0
2913,34995,21121,1,0,1,1,0
2871,34965,21050,1,0,1,1,0
2841,34938,20980,1,0,1,1,0
2808,34909,20913,1,0,1,1,0
2763,34876,20847,1,0,1,1,0
2719,34845,20781,1,0,1,1,0
2684,34816,20714,1,0,1,1,0
2644,34783,20649,1,0,1,1,0
2594,34745,20583,1,0,1,1,0
2550,34710,20516,1,0,1,1,0
2519,34680,20453,1,0,1,1,0
2484,34651,20394,1,0,1,1,0
2448,34624,20340,1,0,1,1,0
2430,34609,20289,1,0,1,1,0
2433,34605,20248,1,0,1,1,1
2432,34600,20214,1,0,1,1,1
2424,34590,20181,1,0,1,1,1
2429,34583,20147,1,0,1,1,1
2441,34577,20116,1,0,1,1,1
2438,34570,20089,1,0,1,1,1
2422,34559,20062,1,0,1,1,1
2417,34551,20032,1,0,1,1,1
2421,34550,20003,1,0,1,1,1
2415,34551,19978,1,0,1,1,1
2406,34555,19954,1,0,1,1,1
2411,34566,19933,1,0,1,1,1
2425,34583,19917,1,0,1,1,1
2433,34596,19904,1,0,1,1,1
2438,34605,19889,1,0,1,1,1
2453,34613,19870,1,0,1,1,1
2468,34615,19850,1,0,1,1,1
2468,34607,19827,1,0,1,1,1
2463,34594,19795,1,0,1,1,1
2464,34584,19758,1,0,1,1,1
2458,34573,19722,1,0,1,1,1
2437,34558,19686,1,0,1,1,1
2417,34543,19649,1,0,1,1,1
2412,34532,19612,1,0,1,1,1
2407,34522,19578,1,0,1,1,1
2394,34510,19545,1,0,1,1,1
2387,34503,19510,1,0,1,1,1
2398,34507,19479,1,0,1,1,1
2413,34518,19457,1,0,1,1,1
2423,34532,19442,1,0,1,1,1
2444,34552,19434,1,0,1,1,1
2487,34578,19438,1,0,1,1,1
2529,34604,19454,1,0,1,1,1
2561,34629,19474,1,0,1,1,1
2597,34654,19494,1,0,1,1,1
2643,34679,19513,1,0,1,1,1
2679,34696,19527,1,0,1,1,1
2701,34707,19528,1,0,1,1,1
2725,34721,19518,1,0,1,1,1
2754,34737,19504,1,0,1,1,1
2767,34748,19488,1,0,1,1,1
2765,34755,19469,1,0,1,1,1
2767,34764,19448,1,0,1,1,1
2778,34774,19428,1,0,1,1,1
2777,34777,19408,1,0,1,1,1
2764,34770,19382,1,0,1,1,1
2759,34764,19349,1,0,1,1,1
2756,34756,19310,1,0,1,1,1
2734,34739,19261,1,0,1,1,1
2696,34713,19201,1,0,1,1,1
2663,34685,19136,1,0,1,1,1
2636,34656,19075,1,0,1,1,1
2598,34623,19017,1,0,1,1,1
2556,34589,18959,1,0,1,1,1
2527,34559,18902,1,0,1,1,1
2506,34535,18853,1,0,1,1,1
2483,34516,18819,1,0,1,1,1
2472,34509,18803,1,0,1,1,1
2495,34524,18819,1,0,1,1,1
2550,34566,18885,1,0,1,1,1
2635,34635,19011,1,0,1,1,1
2768,34740,19204,1,0,1,1,1
2967,34890,19470,1,0,1,1,1
3220,35084,19813,1,0,1,1,1
3513,35318,20227,1,0,1,1,1
3857,35594,20709,1,0,1,1,1
4257,35911,21256,1,0,1,1,1
4690,36252,21856,1,0,1,1,1
5130,36602,22490,1,0,1,1,1
5584,36960,23143,1,0,1,1,1
6051,37324,23802,1,0,1,1,1
6505,37680,24457,1,0,1,1,1
6935,38023,25092,1,0,1,1,1
7354,38352,25696,1,0,1,1,1
7762,38664,26263,1,0,1,1,1
8134,38950,26789,1,0,1,1,1
8462,39208,27268,1,0,1,1,1
8762,39444,27695,1,0,1,1,1
9037,39655,28070,1,0,1,1,1
9265,39832,28389,1,0,1,1,1
9442,39972,28650,0,0,1,1,1
9593,40086,28859,0,0,1,1,1
9721,40175,29023,0,0,1,1,1
9810,40239,29150,0,0,1,1,1
9871,40284,29248,0,0,1,1,1
9931,40323,29323,0,0,1,1,1
9992,40361,29381,0,0,1,1,1
10035,40393,29425,0,0,1,1,1
10068,40419,29458,0,0,1,1,1
10111,40450,29488,0,0,1,1,1
10158,40481,29519,0,0,1,1,1
10190,40504,29546,0,0,1,1,1
10209,40516,29566,0,0,1,1,1
10231,40524,29582,0,0,1,1,1
10255,40533,29600,0,0,1,1,1
10267,40540,29619,0,0,1,1,1
10279,40549,29638,0,0,1,1,1
10304,40559,29657,0,0,1,1,1
10334,40567,29678,0,0,1,1,1
10353,40571,29701,0,0,1,1,1
10374,40579,29724,0,0,1,1,1
10411,40598,29748,0,0,1,1,1
10453,40622,29779,0,0,1,1,1
10484,40643,29811,0,0,1,1,1
10512,40662,29839,0,0,1,1,1
10549,40679,29859,0,0,1,1,1
10578,40689,29866,0,0,1,1,1
10583,40689,29856,0,0,1,1,1
10580,40683,29829,0,0,1,1,1
10581,40674,29788,0,0,1,1,1
10570,40654,29735,0,0,1,1,1
10535,40622,29670,0,0,1,1,1
10494,40583,29589,0,0,1,1,1
10459,40543,29499,0,0,1,1,1
10412,40500,29408,0,0,1,1,1
10352,40451,29314,0,0,1,1,1
10300,40406,29224,0,0,1,1,1
10263,40367,29145,0,0,1,1,1
10223,40330,29080,0,0,1,1,1
10180,40298,29028,0,0,1,1,1
10157,40282,28992,0,0,1,1,1
10154,40277,28971,0,0,1,1,1
10151,40275,28961,0,0,1,1,1
10146,40277,28960,0,0,1,1,1
10162,40287,28970,0,0,1,1,1
10201,40308,28992,0,0,1,1,1
10240,40333,29024,0,0,1,1,1
10274,40363,29063,0,0,1,1,1
10324,40405,29113,0,0,1,1,1
10385,40455,29176,0,0,1,1,1
10439,40504,29246,0,0,1,1,1
10491,40554,29317,0,0,1,1,1
10557,40610,29387,0,0,1,1,1
10628,40666,29455,0,0,1,1,1
10683,40709,29514,0,0,1,1,1
10724,40741,29558,0,0,1,1,1
10763,40768,29590,0,0,1,1,1
10792,40789,29610,0,0,1,1,1
10801,40797,29618,0,0,1,1,1
10800,40795,29613,0,0,1,1,1
10809,40794,29599,0,0,1,1,1
10811,40789,29576,0,0,1,1,1
10792,40773,29542,0,0,1,1,1
10765,40753,29499,0,0,1,1,1
10744,40732,29449,0,0,1,1,1
10715,40704,29390,0,0,1,1,1
10668,40666,29319,0,0,1,1,1
10622,40623,29238,0,0,1,1,1
10590,40582,29151,0,0,1,1,1
10556,40543,29065,0,0,1,1,1
10509,40506,28983,0,0,1,1,1
10463,40472,28905,0,0,1,1,1
10430,40442,28831,0,0,1,1,1
10392,40409,28757,0,0,1,1,1
10342,40372,28681,0,0,1,1,1
10297,40338,28606,0,0,1,1,1
10263,40306,28533,0,0,1,1,1
10220,40269,28462,0,0,1,1,1
10165,40226,28387,0,0,1,1,1
10118,40182,28308,0,0,1,1,1
10080,40139,28229,0,0,1,1,1
10032,40093,28148,0,0,1,1,1
9972,40045,28065,0,0,1,1,1
9919,40001,27981,0,0,1,1,1
9875,39958,27900,0,0,1,1,1
9820,39912,27821,0,0,1,1,1
9756,39865,27742,0,0,1,1,1
9705,39824,27664,0,0,1,1,1
9663,39787,27591,0,0,1,1,1
9610,39745,27519,0,0,1,1,1
9554,39704,27444,0,0,1,1,1
9518,39672,27369,0,0,1,1,1
9494,39648,27299,0,0,1,1,1
9462,39623,27234,0,0,1,1,1
9426,39598,27170,0,0,1,1,1
9402,39576,27105,0,0,1,1,1
9377,39552,27042,0,0,1,1,1
9332,39517,26977,0,0,1,1,1
9275,39476,26908,0,0,1,1,1
9227,39436,26838,0,0,1,1,1
9180,39398,26769,0,0,1,1,1
9122,39355,26698,0,0,1,1,1
9065,39309,26625,0,0,1,1,1
9028,39270,26554,0,0,1,1,1
8997,39234,26491,0,0,1,1,1
8957,39199,26431,0,0,1,1,1
8921,39171,26373,0,0,1,1,1
8906,39154,26321,0,0,1,1,1
8900,39143,26283,0,0,1,1,1
8887,39134,26255,0,0,1,1,1
8882,39132,26231,0,0,1,1,1
8891,39139,26212,0,0,1,1,1
8895,39149,26198,0,0,1,1,1
8887,39155,26183,0,0,1,1,1
8883,39157,26165,0,0,1,1,1
8886,39156,26142,0,0,1,1,1
8880,39147,26115,0,0,1,1,1
8860,39132,26083,0,0,1,1,1
8846,39115,26046,0,0,1,1,1
8843,39100,26007,0,0,1,1,1
8826,39078,25963,0,0,1,1,1
8792,39049,25908,0,0,1,1,1
8764,39018,25849,0,0,1,1,1
8741,38989,25788,0,0,1,1,1
8700,38953,25725,0,0,1,1,1
8644,38911,25655,0,0,1,1,1
8593,38872,25582,0,0,1,1,1
8553,38839,25509,0,0,1,1,1
8504,38803,25434,0,0,1,1,1
8454,38766,25358,0,0,1,1,1
8427,38738,25288,0,0,1,1,1
8416,38719,25229,0,0,1,1,1
8404,38704,25181,0,0,1,1,1
8395,38697,25143,0,0,1,1,1
8409,38707,25121,0,0,1,1,1
8438,38732,25117,0,0,1,1,1
8468,38761,25123,0,0,1,1,1
8503,38796,25137,0,0,1,1,1
8562,38843,25164,0,0,1,1,1
8642,38902,25215,0,0,1,1,1
8733,38975,25300,0,0,1,1,1
8852,39071,25426,0,0,1,1,1
9018,39198,25603,0,0,1,1,1
9221,39354,25838,0,0,1,1,1
9448,39538,26130,0,0,1,1,1
9712,39755,26477,0,0,1,1,1
10025,40005,26880,0,0,1,1,1
10367,40279,27338,0,0,1,1,1
10726,40572,27841,0,0,1,1,1
11113,40886,28382,0,0,1,1,1
11537,41222,28955,0,0,1,1,1
11978,41569,29552,0,0,1,1,1
12422,41922,30160,0,0,1,1,1
12881,42287,30767,0,0,1,1,1
13356,42660,31369,0,0,1,1,1
13818,43029,31959,0,0,1,1,1
14251,43381,32526,0,0,1,1,1
14668,43715,33058,0,0,1,1,1
15067,44029,33552,0,0,1,1,1
15424,44314,34002,0,0,1,1,1
15734,44567,34403,0,0,1,1,1
16019,44795,34758,0,0,1,1,1
16280,44996,35068,0,0,1,1,1
16499,45164,35334,0,0,1,1,1
16679,45300,35555,0,0,1,1,1
16843,45417,35737,0,0,1,1,1
16994,45518,35890,0,0,1,1,1
17111,45598,36013,0,0,1,1,1
17197,45658,36107,0,0,1,1,1
17273,45707,36175,0,0,1,1,1
17337,45741,36223,0,0,1,1,1
17369,45756,36252,0,0,1,1,1
17372,45754,36258,0,0,1,1,1
17370,45744,36248,0,0,1,1,1
17361,45726,36228,0,0,1,1,1
17329,45699,36200,0,0,1,1,1
17289,45669,36166,0,0,1,1,1
17266,45646,36132,0,0,1,1,1
17255,45629,36108,0,0,1,1,1
17242,45616,36095,0,0,1,1,1
17238,45613,36090,0,0,1,1,1
17255,45621,36092,0,0,1,1,1
17279,45636,36100,0,0,1,1,1
17291,45647,36109,0,0,1,1,1
17301,45655,36113,0,0,1,1,1
17319,45659,36108,0,0,1,1,1
17327,45656,36093,0,0,1,1,1
17311,45641,36065,0,0,1,1,1
17281,45614,36016,0,0,1,1,1
17245,45578,35945,0,0,1,1,1
17185,45527,35849,0,0,1,1,1
17087,45455,35726,0,0,1,1,1
16968,45364,35577,0,0,1,1,1
16839,45257,35411,0,0,1,1,1
16690,45135,35237,0,0,1,1,1
16522,45002,35055,0,0,1,1,1
16363,44871,34871,0,0,1,1,1
16227,44753,34698,0,0,1,1,1
16096,44648,34545,0,0,1,1,1
15974,44558,34413,0,0,1,1,1
15885,44489,34303,0,0,1,1,1
15829,44442,34219,0,0,1,1,1
15786,44412,34162,0,0,1,1,1
15757,44395,34129,0,0,1,1,1
15761,44398,34117,0,0,1,1,1
15792,44417,34127,0,0,1,1,1
15821,44441,34152,0,0,1,1,1
15850,44466,34186,0,0,1,1,1
15898,44500,34228,0,0,1,1,1
15963,44544,34279,0,0,1,1,1
16021,44590,34338,0,0,1,1,1
16073,44638,34399,0,0,1,1,1
16140,44692,34464,0,0,1,1,1
16215,44750,34537,0,0,1,1,1
16278,44807,34614,0,0,1,1,1
16336,44861,34687,0,0,1,1,1
16406,44916,34754,0,0,1,1,1
16476,44967,34818,0,0,1,1,1
16523,45003,34870,0,0,1,1,1
16557,45027,34903,0,0,1,1,1
16594,45048,34915,0,0,1,1,1
16624,45063,34912,0,0,1,1,1
16639,45071,34899,0,0,1,1,1
16654,45076,34877,0,0,1,1,1
16685,45088,34855,0,0,1,1,1
16721,45104,34838,0,0,1,1,1
16747,45121,34825,0,0,1,1,1
16773,45142,34813,0,0,1,1,1
16808,45165,34798,0,0,1,1,1
16836,45181,34780,0,0,1,1,1
16846,45188,34756,0,0,1,1,1
16853,45193,34725,0,0,1,1,1
16871,45202,34692,0,0,1,1,1
16884,45210,34659,0,0,1,1,1
16886,45213,34627,0,0,1,1,1
16899,45220,34597,0,0,1,1,1
16934,45238,34576,0,0,1,1,1
16977,45263,34568,0,0,1,1,1
17024,45298,34574,0,0,1,1,1
17103,45356,34600,0,0,1,1,1
17220,45439,34651,0,0,1,1,1
17354,45541,34726,0,0,1,1,1
17498,45654,34819,0,0,1,1,1
17663,45778,34918,0,0,1,1,1
17843,45907,35019,0,0,1,1,1
18017,46031,35123,0,0,1,1,1
18182,46147,35224,0,0,1,1,1
18347,46257,35315,0,0,1,1,1
18500,46355,35391,0,0,1,1,1
18612,46428,35445,0,0,1,1,1
18682,46476,35471,0,0,1,1,1
18730,46503,35472,0,0,1,1,1
18751,46504,35448,0,0,1,1,1
18727,46472,35397,0,0,1,1,1
18665,46417,35322,0,0,1,1,1
18590,46348,35229,0,0,1,1,1
18503,46266,35125,0,0,1,1,1
18394,46174,35012,0,0,1,1,1
18284,46082,34895,0,0,1,1,1
18203,46004,34783,0,0,1,1,1
18147,45943,34688,0,0,1,1,1
18108,45896,34613,0,0,1,1,1
18096,45869,34556,0,0,1,1,1
18119,45864,34518,0,0,1,1,1
18158,45873,34498,0,0,1,1,1
18190,45888,34485,0,0,1,1,1
18221,45906,34470,0,0,1,1,1
18260,45927,34451,0,0,1,1,1
18286,45939,34426,0,0,1,1,1
18282,45935,34390,0,0,1,1,1
18268,45921,34342,0,0,1,1,1
18256,45899,34285,0,0,1,1,1
18227,45866,34221,0,0,1,1,1
18173,45820,34145,0,0,1,1,1
18114,45766,34054,0,0,1,1,1
18059,45707,33952,0,0,1,1,1
17989,45640,33846,0,0,1,1,1
17900,45564,33733,0,0,1,1,1
17817,45488,33617,0,0,1,1,1
17741,45413,33504,0,0,1,1,1
17651,45332,33396,0,0,1,1,1
17548,45244,33288,0,0,1,1,1
17457,45160,33182,0,0,1,1,1
17382,45082,33079,0,0,1,1,1
17293,45004,32973,0,0,1,1,1
17192,44925,32863,0,0,1,1,1
17100,44850,32753,0,0,1,1,1
17012,44774,32640,0,0,1,1,1
