green_channel,red_channel,ir_channel,Anomaly_ch2
21439,45913,8323,0
21363,45849,8212,0
21288,45785,8097,0
21209,45716,7979,0
21131,45648,7862,0
21056,45583,7747,0
20983,45521,7633,0
20908,45456,7518,0
20826,45388,7399,0
20744,45319,7277,0
20664,45253,7154,0
20582,45191,7031,0
20501,45132,6915,0
20429,45079,6811,0
20373,45038,6730,0
20341,45017,6684,0
20350,45034,6699,0
20419,45103,6805,0
20562,45239,7027,0
20796,45453,7391,0
21130,45758,7921,0
21573,46162,8631,0
22120,46658,9515,0
22756,47229,10544,0
23449,47850,11666,0
24161,48484,12814,0
24860,49101,13926,0
25515,49674,14957,0
26106,50188,15883,0
26626,50640,16696,0
27068,51025,17389,0
27432,51342,17957,0
27729,51597,18410,0
27965,51795,18764,0
28144,51941,19027,0
28268,52041,19209,0
28348,52104,19323,0
28395,52140,19386,0
28415,52152,19410,0
28408,52142,19396,0
28378,52115,19346,0
28332,52077,19271,0
28276,52026,19178,0
28215,51965,19067,0
28149,51898,18946,0
28076,51827,18817,0
27993,51752,18680,0
27906,51674,18535,0
27821,51594,18386,0
27735,51512,18239,0
27642,51428,18089,0
27544,51340,17932,0
27442,51251,17771,0
27337,51159,17608,0
27225,51062,17441,0
27108,50963,17267,0
26990,50865,17093,0
26872,50765,16922,0
26761,50666,16755,0
26661,50576,16594,0
26571,50499,16441,0
26487,50430,16298,0
26410,50368,16171,0
26344,50314,16061,0
26291,50271,15968,0
26254,50241,15897,0
26234,50225,15852,0
26227,50221,15830,0
26227,50223,15829,0
26236,50233,15844,0
26257,50249,15870,0
26283,50271,15904,0
26311,50296,15949,0
26337,50322,15998,0
26359,50341,16041,0
26377,50356,16075,0
26389,50367,16101,0
26395,50373,16115,0
26394,50374,16114,0
26384,50367,16098,0
26365,50352,16071,0
26340,50330,16030,0
26309,50303,15973,0
26268,50269,15901,0
26216,50224,15816,0
26156,50169,15720,0
26092,50106,15610,0
26023,50038,15486,0
25947,49966,15355,0
25863,49890,15215,0
25773,49809,15068,0
25681,49724,14920,0
25586,49633,14772,0
25484,49535,14622,0
25372,49433,14461,0
25253,49329,14289,0
25133,49223,14113,0
25013,49113,13933,0
24888,48998,13745,0
24759,48885,13556,0
24630,48774,13369,0
24500,48660,13176,0
24365,48543,12979,0
24227,48425,12783,0
24091,48308,12592,0
23954,48191,12404,0
23816,48077,12216,0
23683,47970,12030,0
23560,47871,11847,0
23445,47773,11665,0
23330,47676,11482,0
23215,47581,11301,0
23098,47485,11119,0
22976,47383,10933,0
22851,47277,10742,0
22722,47169,10547,0
22586,47057,10348,0
22451,46942,10147,0
22319,46827,9951,0
22192,46715,9763,0
22071,46606,9581,0
21949,46500,9400,0
21829,46400,9225,0
21715,46305,9053,0
21606,46215,8886,0
21500,46128,8731,0
21396,46046,8585,0
21289,45966,8440,0
21178,45883,8289,0
21066,45799,8136,0
20961,45715,7986,0
20860,45635,7840,0
20760,45556,7696,0
20659,45476,7554,0
20558,45394,7416,0
20449,45308,7278,0
20334,45219,7141,0
20220,45129,7008,0
20112,45043,6877,0
20006,44959,6741,0
19898,44871,6594,0
19783,44778,6439,0
19665,44683,6282,0
19549,44589,6126,0
19433,44492,5964,0
19315,44391,5798,0
19195,44288,5631,0
19068,44183,5462,0
18934,44072,5297,0
18803,43963,5138,0
18686,43865,4992,0
18590,43784,4869,0
18526,43731,4787,0
18513,43724,4775,0
18568,43778,4857,0
18702,43900,5051,0
18921,44099,5382,0
19236,44385,5872,0
19655,44764,6530,0
20182,45238,7359,0
20804,45796,8349,0
21491,46415,9459,0
22208,47063,10624,0
22919,47703,11769,0
23595,48305,12840,0
24210,48849,13809,0
24746,49326,14658,0
25198,49725,15376,0
25568,50048,15963,0
25864,50304,16429,0
26092,50499,16785,0
26261,50641,17046,0
26381,50737,17230,0
26461,50796,17349,0
26501,50820,17404,0
26508,50815,17404,0
26490,50790,17361,0
26454,50753,17291,0
26403,50705,17203,0
26339,50647,17100,0
26264,50583,16984,0
26181,50514,16862,0
26094,50440,16733,0
26003,50363,16595,0
25911,50286,16454,0
25822,50209,16315,0
25735,50133,16179,0
25648,50053,16043,0
25560,49973,15901,0
25471,49896,15755,0
25379,49814,15605,0
25283,49724,15445,0
25184,49629,15272,0
25081,49532,15090,0
24971,49429,14901,0
24857,49323,14704,0
24741,49219,14500,0
24622,49117,14292,0
24499,49015,14087,0
24373,48913,13887,0
24255,48817,13699,0
24151,48728,13530,0
24057,48645,13382,0
23970,48570,13256,0
23895,48508,13152,0
23836,48459,13069,0
23786,48416,13002,0
23739,48378,12948,0
23701,48348,12908,0
23671,48321,12881,0
23640,48296,12864,0
23611,48279,12852,0
23591,48271,12845,0
23577,48267,12843,0
23564,48259,12836,0
23547,48246,12819,0
23525,48230,12792,0
23497,48206,12760,0
23465,48179,12723,0
23433,48152,12678,0
23398,48126,12622,0
23364,48098,12559,0
23330,48069,12493,0
23292,48038,12418,0
23250,48004,12337,0
23206,47967,12252,0
23151,47920,12155,0
23082,47866,12044,0
23010,47810,11930,0
22939,47751,11817,0
22867,47687,11697,0
22791,47620,11562,0
22711,47547,11419,0
22623,47468,11266,0
22522,47382,11099,0
22415,47293,10918,0
22306,47196,10733,0
22190,47087,10546,0
22067,46974,10359,0
21942,46865,10174,0
21817,46761,9992,0
21693,46659,9815,0
21569,46558,9644,0
21443,46456,9475,0
21316,46354,9305,0
21187,46248,9131,0
21060,46140,8954,0
20938,46034,8779,0
20825,45933,8607,0
20716,45839,8438,0
20607,45748,8274,0
20504,45664,8115,0
20413,45584,7958,0
20325,45501,7800,0
20240,45416,7643,0
20157,45335,7489,0
20072,45259,7337,0
19982,45182,7187,0
19888,45106,7044,0
19790,45027,6908,0
19688,44943,6771,0
19585,44855,6630,0
19484,44766,6485,0
19382,44678,6342,0
19277,44592,6202,0
19170,44506,6066,0
19067,44426,5933,0
18973,44354,5801,0
18884,44282,5668,0
18794,44209,5530,0
18705,44137,5392,0
18616,44061,5256,0
18530,43982,5121,0
18448,43905,4992,0
18369,43836,4874,0
18293,43772,4760,0
18221,43711,4647,0
18152,43654,4539,0
18090,43604,4437,0
18033,43559,4338,0
17975,43514,4241,0
17916,43468,4145,0
17860,43416,4051,0
17803,43361,3957,0
17742,43308,3866,0
17681,43258,3782,0
17629,43215,3706,0
17592,43180,3638,0
17569,43158,3586,0
17566,43152,3567,0
17600,43178,3606,0
17691,43253,3726,0
17850,43390,3949,0
18087,43598,4296,0
18416,43890,4792,0
18845,44273,5450,0
19371,44742,6269,0
19988,45293,7241,0
20679,45911,8341,0
21410,46561,9510,0
22137,47206,10677,0
22828,47816,11786,0
23462,48370,12800,0
24021,48863,13700,0
24502,49295,14475,0
24913,49663,15125,0
25256,49966,15663,0
25535,50216,16097,0
25755,50417,16435,0
25923,50569,16686,0
26045,50674,16867,0
26129,50740,16995,0
26180,50779,17075,0
26207,50798,17113,0
26216,50801,17119,0
26214,50793,17109,0
26205,50779,17086,0
26189,50760,17053,0
26164,50737,17009,0
26131,50707,16954,0
26093,50671,16896,0
26054,50634,16839,0
26015,50595,16780,0
25972,50555,16714,0
25927,50513,16646,0
25880,50468,16578,0
25832,50422,16508,0
25777,50375,16427,0
25716,50321,16327,0
25649,50258,16212,0
25577,50190,16088,0
25492,50115,15949,0
25398,50033,15792,0
25302,49946,15624,0
25206,49855,15454,0
25111,49762,15284,0
25019,49672,15115,0
24930,49589,14951,0
24840,49508,14794,0
24750,49430,14645,0
24666,49360,14512,0
24593,49300,14400,0
24533,49249,14310,0
24484,49202,14235,0
24444,49162,14174,0
24415,49133,14131,0
24393,49118,14106,0
24377,49113,14093,0
24373,49115,14087,0
24382,49123,14090,0
24394,49129,14096,0
24398,49132,14094,0
24397,49133,14083,0
24395,49132,14068,0
24389,49123,14048,0
24376,49105,14019,0
24358,49083,13979,0
24332,49058,13932,0
24295,49027,13874,0
24247,48989,13803,0
24191,48942,13718,0
24131,48887,13627,0
24070,48830,13533,0
24008,48774,13435,0
23941,48717,13329,0
23870,48659,13218,0
23798,48598,13101,0
23727,48534,12977,0
23652,48464,12847,0
23572,48390,12716,0
23484,48314,12584,0
23394,48240,12449,0
23308,48167,12312,0
23225,48090,12174,0
23137,48007,12035,0
23043,47922,11897,0
22951,47840,11759,0
22864,47761,11621,0
22778,47682,11479,0
22689,47602,11333,0
22600,47521,11184,0
22509,47439,11032,0
22418,47356,10876,0
22322,47271,10719,0
22219,47187,10560,0
22112,47102,10397,0
22007,47014,10232,0
21906,46926,10069,0
21805,46841,9910,0
21704,46759,9756,0
21606,46679,9610,0
21512,46599,9472,0
21420,46521,9338,0
21331,46446,9205,0
21245,46373,9072,0
21161,46300,8936,0
21082,46227,8800,0
21006,46156,8669,0
20928,46084,8542,0
20847,46010,8420,0
20768,45938,8301,0
20692,45869,8182,0
20616,45802,8061,0
20542,45735,7939,0
20470,45666,7817,0
20398,45598,7693,0
20329,45534,7573,0
20264,45478,7458,0
20202,45425,7345,0
20138,45370,7229,0
20072,45312,7117,0
20012,45258,7013,0
19954,45207,6915,0
19894,45155,6819,0
19831,45102,6722,0
19762,45046,6624,0
19689,44984,6521,0
19613,44919,6411,0
19534,44852,6298,0
19453,44785,6183,0
19369,44716,6062,0
19282,44644,5938,0
19197,44575,5823,0
19123,44519,5729,0
19073,44485,5667,0
19063,44484,5658,0
19112,44530,5731,0
19233,44638,5913,0
19436,44818,6230,0
19731,45080,6704,0
20127,45437,7349,0
20625,45885,8160,0
21199,46400,9093,0
21813,46954,10095,0
22436,47519,11114,0
23044,48067,12099,0
23615,48575,13011,0
24132,49031,13830,0
24586,49429,14547,0
24981,49772,15166,0
25318,50062,15689,0
25598,50300,16119,0
25825,50492,16466,0
26001,50643,16739,0
26134,50755,16944,0
26233,50832,17086,0
26306,50883,17180,0
26353,50916,17235,0
26374,50933,17254,0
26374,50938,17245,0
26365,50934,17221,0
26352,50921,17189,0
26329,50900,17147,0
26296,50869,17090,0
26261,50830,17027,0
26224,50788,16962,0
26184,50745,16892,0
26146,50702,16819,0
26105,50656,16741,0
26050,50602,16655,0
25982,50537,16555,0
25908,50464,16443,0
25831,50392,16325,0
25755,50326,16207,0
25676,50256,16083,0
25593,50177,15948,0
25508,50093,15801,0
25416,50005,15645,0
25314,49913,15480,0
25211,49821,15314,0
25110,49734,15152,0
25013,49652,14994,0
24924,49575,14847,0
24851,49507,14721,0
24793,49448,14617,0
24745,49401,14531,0
24703,49364,14456,0
24670,49335,14391,0
24648,49312,14340,0
24632,49294,14304,0
24619,49285,14280,0
24612,49284,14268,0
24610,49286,14263,0
24612,49286,14257,0
24617,49287,14249,0
24625,49294,14248,0
24637,49302,14250,0
24646,49303,14242,0
24647,49298,14221,0
24644,49290,14192,0
24634,49277,14157,0
24615,49257,14113,0
24590,49233,14061,0
24562,49204,14002,0
24529,49169,13935,0
24485,49129,13857,0
24428,49085,13766,0
24365,49036,13661,0
24297,48980,13547,0
24228,48916,13426,0
24157,48848,13298,0
24084,48778,13166,0
24010,48702,13028,0
23932,48615,12882,0
23851,48526,12730,0
23770,48444,12580,0
23683,48360,12430,0
23591,48275,12279,0
23500,48191,12129,0
23413,48114,11984,0
23327,48041,11846,0
23237,47968,11710,0
23148,47895,11578,0
23054,47823,11448,0
22954,47748,11317,0
22852,47670,11180,0
22750,47588,11035,0
22648,47500,10885,0
22548,47408,10735,0
22447,47318,10581,0
22344,47231,10421,0
22235,47144,10254,0
22119,47053,10080,0
22002,46958,9902,0
21886,46860,9723,0
21764,46761,9544,0
21639,46658,9366,0
21518,46554,9192,0
21410,46458,9029,0
21310,46369,8873,0
21213,46283,8723,0
21117,46199,8578,0
21022,46118,8439,0
20928,46038,8300,0
20832,45957,8158,0
20737,45878,8018,0
20646,45803,7880,0
20556,45728,7740,0
20465,45652,7597,0
20376,45575,7456,0
20288,45500,7317,0
20198,45422,7173,0
20104,45340,7027,0
20008,45258,6885,0
19911,45176,6749,0
19813,45093,6612,0
19712,45009,6472,0
19608,44923,6333,0
19506,44837,6193,0
19403,44746,6052,0
19302,44654,5907,0
19208,44570,5766,0
19120,44494,5633,0
19034,44420,5501,0
18947,44345,5371,0
18864,44276,5246,0
18785,44212,5123,0
18709,44150,5002,0
18638,44093,4889,0
18580,44047,4795,0
18544,44019,4731,0
18537,44014,4710,0
18570,44043,4751,0
18662,44121,4881,0
18827,44265,5121,0
19076,44486,5497,0
19416,44794,6030,0
19853,45191,6730,0
20382,45667,7581,0
20976,46198,8544,0
21608,46759,9568,0
22254,47329,10602,0
22884,47882,11601,0
23472,48395,12525,0
24007,48860,13355,0
24483,49275,14086,0
24895,49633,14718,0
25240,49931,15252,0
25523,50173,15688,0
25754,50366,16036,0
25940,50515,16307,0
26085,50627,16508,0
26193,50709,16653,0
26268,50767,16753,0
26311,50801,16812,0
26326,50814,16835,0
26324,50810,16826,0
26309,50791,16796,0
26282,50760,16754,0
26251,50723,16701,0
26218,50685,16641,0
26181,50644,16577,0
26136,50602,16509,0
26080,50555,16428,0
26013,50502,16331,0
25939,50441,16222,0
25859,50373,16101,0
25774,50298,15967,0
25687,50218,15824,0
25595,50132,15676,0
25495,50040,15522,0
25390,49944,15357,0
25280,49845,15186,0
25167,49740,15012,0
25052,49633,14832,0
24937,49527,14649,0
24829,49429,14472,0
24731,49343,14310,0
24641,49267,14163,0
24557,49198,14030,0
24482,49135,13915,0
24417,49080,13819,0
24361,49034,13737,0
24318,48997,13669,0
24289,48972,13619,0
24272,48954,13588,0
24257,48939,13567,0
24243,48929,13548,0
24230,48922,13524,0
24214,48913,13497,0
24194,48900,13469,0
24174,48884,13444,0
24154,48868,13421,0
24137,48854,13396,0
24121,48839,13368,0
24110,48825,13337,0
24101,48811,13302,0
24082,48791,13259,0
24050,48765,13202,0
24011,48734,13134,0
23967,48696,13056,0
23914,48647,12966,0
23851,48588,12865,0
23780,48525,12755,0
23701,48460,12639,0
23619,48392,12516,0
23533,48316,12386,0
23442,48236,12251,0
23349,48153,12115,0
23252,48068,11975,0
23153,47983,11829,0
23057,47903,11683,0
22970,47829,11547,0
22889,47759,11421,0
22812,47691,11300,0
22738,47628,11181,0
22663,47568,11061,0
22584,47507,10936,0
22505,47445,10801,0
22431,47383,10664,0
22362,47320,10530,0
22293,47254,10399,0
22223,47187,10272,0
22150,47119,10148,0
22071,47049,10024,0
21985,46976,9896,0
21896,46902,9766,0
21807,46827,9639,0
21718,46751,9515,0
21630,46676,9391,0
21542,46603,9268,0
21457,46534,9147,0
21376,46468,9027,0
21296,46402,8905,0
21216,46336,8783,0
21136,46272,8663,0
21054,46206,8541,0
20973,46140,8420,0
20900,46077,8304,0
20834,46017,8191,0
20774,45961,8081,0
20715,45907,7972,0
20652,45849,7863,0
20586,45790,7754,0
20518,45729,7645,0
20448,45667,7539,0
20384,45607,7435,0
20326,45550,7332,0
20268,45494,7225,0
20205,45437,7119,0
20137,45379,7013,0
20066,45320,6906,0
19991,45261,6796,0
19915,45201,6685,0
19843,45141,6579,0
19771,45080,6472,0
19694,45016,6362,0
19612,44949,6253,0
19533,44881,6150,0
19466,44821,6064,0
19422,44782,6008,0
19413,44775,6003,0
19455,44816,6069,0
19559,44914,6228,0
19734,45075,6507,0
19994,45315,6929,0
20344,45637,7502,0
20778,46031,8210,0
21280,46480,9023,0
21823,46963,9898,0
22376,47456,10786,0
22916,47937,11647,0
23424,48387,12451,0
23895,48801,13186,0
24328,49179,13849,0
24717,49515,14435,0
25061,49808,14943,0
25362,50060,15376,0
25620,50273,15742,0
25831,50446,16048,0
25994,50579,16291,0
26114,50678,16476,0
26207,50753,16617,0
26278,50808,16720,0
26332,50847,16791,0
26375,50878,16839,0
26411,50900,16875,0
26433,50913,16897,0
26440,50917,16901,0
26437,50914,16889,0
26431,50905,16869,0
26422,50891,16843,0
26408,50871,16810,0
26386,50843,16766,0
26354,50807,16710,0
26313,50764,16639,0
26267,50717,16557,0
26219,50670,16471,0
26168,50621,16382,0
26114,50566,16287,0
26054,50507,16183,0
25989,50447,16073,0
25921,50387,15960,0
25852,50325,15848,0
25786,50264,15739,0
25726,50206,15635,0
25669,50152,15534,0
25612,50099,15435,0
25560,50050,15342,0
25516,50009,15262,0
25481,49979,15201,0
25455,49957,15162,0
25439,49945,15142,0
25429,49943,15135,0
25425,49946,15138,0
25430,49950,15151,0
25444,49960,15177,0
25464,49978,15211,0
25486,49997,15242,0
25507,50013,15267,0
25529,50029,15291,0
25550,50041,15313,0
25569,50051,15328,0
25586,50063,15339,0
25604,50078,15350,0
25619,50093,15363,0
25627,50103,15369,0
25632,50111,15364,0
25637,50113,15348,0
25635,50103,15323,0
25621,50082,15283,0
25594,50055,15230,0
25560,50022,15167,0
25517,49982,15098,0
25462,49932,15019,0
25398,49873,14928,0
25329,49810,14830,0
25256,49747,14725,0
25177,49679,14608,0
25093,49605,14480,0
25003,49527,14347,0
24912,49448,14214,0
24818,49366,14075,0
24723,49287,13932,0
24633,49209,13788,0
24541,49128,13644,0
24446,49044,13500,0
24353,48962,13357,0
24262,48886,13217,0
24171,48810,13077,0
24078,48732,12933,0
23985,48654,12787,0
23896,48579,12647,0
23814,48508,12520,0
23739,48442,12403,0
23669,48382,12289,0
23602,48324,12179,0
23538,48266,12074,0
23476,48208,11970,0
23421,48154,11869,0
23377,48104,11777,0
23340,48056,11693,0
23303,48009,11611,0
23260,47967,11529,0
23213,47929,11447,0
23164,47890,11367,0
23113,47848,11288,0
23058,47799,11205,0
23000,47747,11118,0
22939,47696,11028,0
22879,47647,10937,0
22825,47602,10847,0
22771,47559,10764,0
22711,47514,10681,0
22649,47467,10598,0
22590,47418,10515,0
22534,47367,10432,0
22474,47311,10343,0
22412,47256,10251,0
22349,47201,10156,0
22284,47147,10060,0
22220,47094,9963,0
22162,47046,9871,0
22118,47009,9796,0
22093,46991,9753,0
22096,46998,9760,0
22141,47045,9843,0
22243,47145,10022,0
22414,47303,10308,0
22656,47523,10701,0
22966,47802,11194,0
23332,48127,11771,0
23738,48482,12406,0
24168,48856,13074,0
24610,49244,13752,0
25053,49631,14421,0
25484,50002,15064,0
25887,50346,15663,0
26254,50657,16207,0
26583,50931,16695,0
26874,51172,17126,0
27124,51380,17500,0
27336,51560,17823,0
27512,51712,18103,0
27658,51837,18341,0
27778,51939,18540,0
27881,52027,18705,0
27964,52100,18841,0
28025,52152,18944,0
28069,52187,19016,0
28103,52211,19066,0
28130,52227,19100,0
28148,52234,19120,0
28159,52236,19129,0
28166,52234,19130,0
28169,52230,19127,0
28171,52220,19124,0
28171,52206,19119,0
28169,52191,19112,0
28162,52176,19102,0
28146,52160,19085,0
28127,52143,19058,0
28110,52124,19022,0
28090,52102,18978,0
28059,52077,18923,0
28022,52046,18856,0
27983,52012,18784,0
27942,51972,18709,0
27893,51925,18625,0
27837,51873,18533,0
27781,51821,18438,0
27724,51769,18340,0
27665,51714,18239,0
27612,51664,18146,0
27569,51619,18068,0
27534,51580,18003,0
27510,51548,17947,0
27496,51522,17901,0
27489,51502,17865,0
27480,51488,17835,0
27473,51478,17810,0
27472,51472,17797,0
27477,51474,17794,0
27488,51479,17794,0
27502,51484,17792,0
27514,51489,17792,0
27522,51491,17799,0
27525,51493,17807,0
27520,51492,17809,0
27510,51487,17804,0
27495,51479,17792,0
27474,51465,17775,0
27451,51448,17752,0
27431,51431,17723,0
27411,51415,17688,0
27384,51396,17643,0
27348,51368,17583,0
27307,51331,17515,0
27261,51289,17440,0
27209,51242,17358,0
27150,51188,17264,0
27088,51128,17164,0
27026,51071,17063,0
26961,51013,16957,0
26896,50952,16848,0
26829,50890,16742,0
26757,50826,16636,0
26680,50760,16524,0
26604,50693,16410,0
26532,50628,16301,0
26461,50564,16196,0
26386,50494,16084,0
26307,50422,15962,0
26228,50354,15837,0
26152,50287,15713,0
26076,50218,15587,0
26001,50149,15461,0
25927,50081,15340,0
25853,50014,15221,0
25779,49948,15101,0
25709,49884,14983,0
25641,49822,14866,0
25569,49759,14743,0
25494,49694,14614,0
25418,49627,14481,0
25342,49560,14351,0
25271,49495,14228,0
25204,49434,14110,0
25138,49374,13993,0
25071,49314,13875,0
25002,49253,13757,0
24929,49189,13637,0
24855,49122,13518,0
24781,49054,13401,0
24706,48983,13283,0
24632,48912,13167,0
24558,48842,13056,0
24480,48773,12947,0
24402,48705,12835,0
24328,48640,12724,0
24259,48578,12620,0
24194,48520,12525,0
24129,48463,12427,0
24063,48406,12323,0
23999,48356,12223,0
23942,48313,12129,0
23887,48272,12040,0
23835,48234,11955,0
23787,48194,11872,0
23739,48149,11790,0
23689,48098,11700,0
23635,48044,11602,0
23579,47990,11500,0
23520,47936,11394,0
23458,47880,11285,0
23398,47825,11177,0
23345,47778,11086,0
23307,47747,11026,0
23297,47743,11014,0
23330,47782,11077,0
23426,47878,11243,0
23599,48041,11534,0
23848,48271,11949,0
24166,48565,12474,0
24543,48915,13096,0
24965,49306,13790,0
25413,49718,14519,0
25872,50132,15252,0
26327,50532,15972,0
26763,50910,16659,0
27168,51263,17294,0
27540,51590,17869,0
27879,51885,18386,0
28179,52141,18841,0
28440,52358,19235,0
28665,52544,19574,0
28859,52703,19861,0
29025,52835,20097,0
29164,52944,20291,0
29278,53033,20452,0
29370,53101,20586,0
29444,53154,20694,0
29509,53197,20781,0
29568,53234,20855,0
29621,53264,20919,0
29665,53283,20972,0
29698,53295,21016,0
29728,53307,21052,0
29755,53316,21080,0
29773,53319,21099,0
29785,53319,21108,0
29793,53318,21111,0
29799,53314,21110,0
29803,53311,21104,0
29801,53308,21091,0
29792,53303,21072,0
29777,53295,21049,0
29757,53281,21017,0
29732,53262,20973,0
29700,53235,20915,0
29657,53196,20845,0
29609,53145,20766,0
29559,53090,20683,0
29507,53035,20601,0
29452,52977,20514,0
29398,52919,20418,0
29348,52865,20319,0
29303,52819,20229,0
29264,52780,20150,0
29226,52749,20081,0
29192,52724,20022,0
29164,52703,19979,0
29140,52684,19948,0
29123,52670,19922,0
29114,52664,19903,0
29110,52667,19895,0
29112,52674,19891,0
29118,52682,19889,0
29125,52685,19891,0
29131,52683,19892,0
29133,52678,19886,0
29134,52674,19872,0
29136,52671,19852,0
29132,52664,19829,0
29119,52652,19800,0
29099,52636,19763,0
29074,52614,19720,0
29039,52583,19670,0
28998,52544,19609,0
28957,52500,19538,0
28916,52454,19462,0
28871,52406,19383,0
28819,52355,19299,0
28762,52304,19207,0
28706,52253,19112,0
28650,52201,19015,0
28590,52146,18913,0
28525,52089,18806,0
28455,52029,18698,0
28380,51966,18587,0
28303,51901,18473,0
28229,51839,18358,0
28160,51780,18245,0
28092,51722,18134,0
28022,51660,18023,0
27952,51595,17910,0
27884,51531,17801,0
27815,51468,17699,0
27746,51407,17598,0
27680,51348,17497,0
27618,51293,17393,0
27559,51241,17289,0
27501,51187,17183,0
27444,51132,17075,0
27384,51078,16966,0
27320,51020,16853,0
27254,50959,16735,0
27190,50899,16618,0
27124,50839,16506,0
27053,50775,16394,0
26978,50708,16277,0
26902,50637,16157,0
26829,50565,16035,0
26756,50493,15912,0
26680,50422,15790,0
26602,50353,15669,0
26518,50282,15548,0
26429,50207,15422,0
26339,50131,15291,0
26254,50057,15161,0
26172,49985,15031,0
26091,49913,14897,0
26012,49841,14764,0
25935,49772,14636,0
25860,49706,14517,0
25786,49642,14398,0
25716,49577,14278,0
25646,49511,14159,0
25571,49445,14040,0
25492,49378,13919,0
25414,49312,13801,0
25337,49249,13685,0
25259,49185,13570,0
25180,49117,13453,0
25101,49046,13334,0
25017,48974,13213,0
24929,48899,13091,0
24842,48822,12963,0
24758,48746,12832,0
24674,48669,12702,0
24588,48588,12573,0
24500,48505,12443,0
24414,48425,12313,0
24330,48350,12179,0
24242,48275,12038,0
24148,48195,11888,0
24055,48116,11739,0
23969,48042,11603,0
23894,47979,11489,0
23844,47939,11420,0
23840,47941,11427,0
23901,48003,11543,0
24044,48140,11791,0
24282,48362,12188,0
24613,48666,12732,0
25021,49039,13398,0
25482,49461,14151,0
25977,49913,14953,0
26487,50377,15775,0
26993,50834,16587,0
27478,51271,17360,0
27935,51680,18077,0
28355,52051,18731,0
28732,52378,19315,0
29062,52659,19825,0
29345,52897,20259,0
29582,53094,20624,0
29772,53251,20921,0
29918,53373,21153,0
30030,53464,21331,0
30116,53530,21470,0
30177,53573,21576,0
30213,53598,21649,0
30231,53612,21694,0
30235,53617,21717,0
30226,53609,21718,0
30210,53591,21705,0
30192,53572,21685,0
30173,53553,21663,0
30151,53534,21635,0
