green_channel,red_channel,ir_channel,Anomaly_ch2,Anomaly_ch0
60716,21655,12033,0,0
60656,21612,11944,0,0
60580,21562,11838,0,0
60485,21502,11709,0,0
60381,21436,11567,0,0
60272,21367,11421,0,0
60160,21295,11269,0,0
60052,21223,11117,0,0
59951,21155,10971,0,0
59855,21091,10833,0,0
59762,21027,10699,0,0
59678,20967,10575,0,0
59610,20919,10473,0,0
59555,20880,10389,0,0
59513,20850,10322,0,0
59494,20835,10278,0,0
59492,20832,10258,0,0
59492,20833,10253,0,0
59490,20831,10253,0,0
59499,20835,10261,0,0
59520,20848,10284,0,0
59540,20862,10314,0,0
59556,20873,10335,0,0
59575,20888,10349,0,0
59595,20906,10361,0,0
59604,20917,10368,0,0
59595,20912,10358,0,0
59574,20895,10333,0,0
59550,20878,10306,0,0
59513,20858,10269,0,0
59463,20824,10210,0,0
59413,20784,10136,0,0
59366,20748,10057,0,0
59307,20708,9966,0,0
59228,20655,9850,0,0
59134,20591,9719,0,0
59038,20528,9592,0,0
58936,20463,9462,0,0
58825,20392,9314,0,0
58714,20320,9159,0,0
58604,20251,9004,0,0
58489,20179,8846,0,0
58367,20099,8683,0,0
58247,20015,8521,0,0
58132,19936,8363,0,0
58019,19860,8205,0,0
57906,19785,8043,0,0
57794,19711,7885,0,0
57680,19638,7731,0,0
57563,19559,7575,0,0
57448,19476,7419,0,0
57340,19399,7273,0,0
57242,19331,7137,0,0
57144,19265,6996,0,0
57047,19201,6849,0,0
56954,19143,6712,0,0
56859,19086,6582,0,0
56758,19025,6443,0,0
56661,18964,6301,0,0
56578,18913,6175,0,0
56502,18867,6063,0,0
56424,18812,5948,0,0
56349,18755,5829,0,0
56284,18710,5722,0,0
56221,18671,5626,0,0
56152,18626,5527,0,0
56081,18579,5430,0,0
56017,18538,5345,0,0
55951,18499,5262,0,0
55880,18457,5173,0,0
55812,18412,5082,0,0
55750,18371,4994,0,0
55684,18327,4907,0,0
55612,18279,4816,0,0
55547,18235,4730,0,0
55494,18201,4650,0,0
55441,18168,4563,0,0
55380,18130,4463,0,0
55316,18091,4363,0,0
55251,18052,4265,0,0
55177,18004,4162,0,0
55090,17947,4052,0,0
55000,17888,3939,0,0
54913,17832,3829,0,0
54823,17772,3716,0,0
54728,17708,3595,0,0
54640,17649,3479,0,0
54564,17601,3379,0,0
54505,17567,3302,0,0
54476,17554,3265,0,0
54496,17574,3295,0,0
54580,17637,3413,0,0
54739,17744,3626,0,0
54980,17900,3944,0,0
55305,18114,4379,0,0
55700,18379,4921,0,0
56146,18675,5539,0,0
56633,18995,6209,0,0
57150,19339,6923,0,0
57673,19689,7652,0,0
58176,20027,8368,0,0
58657,20347,9056,0,0
59111,20652,9717,0,0
59523,20937,10336,0,0
59885,21189,10891,0,0
60206,21409,11379,0,0
60487,21602,11804,0,0
60722,21763,12160,0,0
60908,21887,12440,0,0
61055,21983,12655,0,0
61168,22060,12822,0,0
61245,22113,12940,0,0
61288,22137,13005,0,0
61304,22145,13033,0,0
61302,22146,13037,0,0
61280,22133,13012,0,0
61238,22100,12954,0,0
61189,22059,12878,0,0
61139,22023,12802,0,0
61080,21984,12722,0,0
61011,21935,12629,0,0
60950,21889,12535,0,0
60902,21852,12453,0,0
60852,21816,12376,0,0
60796,21773,12297,0,0
60753,21737,12227,0,0
60727,21713,12175,0,0
60696,21686,12123,0,0
60654,21649,12060,0,0
60618,21617,12002,0,0
60590,21595,11953,0,0
60552,21565,11895,0,0
60503,21525,11821,0,0
60457,21488,11746,0,0
60409,21456,11670,0,0
60342,21414,11573,0,0
60258,21360,11455,0,0
60172,21307,11332,0,0
60082,21254,11206,0,0
59980,21192,11064,0,0
59872,21124,10911,0,0
59773,21063,10769,0,0
59681,21005,10636,0,0
59581,20937,10495,0,0
59480,20864,10352,0,0
59395,20802,10230,0,0
59322,20750,10126,0,0
59257,20704,10035,0,0
59209,20669,9964,0,0
59184,20650,9922,0,0
59172,20641,9900,0,0
59159,20632,9883,0,0
59151,20624,9870,0,0
59159,20626,9870,0,0
59178,20636,9883,0,0
59200,20649,9906,0,0
59232,20669,9947,0,0
59274,20694,9998,0,0
59311,20714,10042,0,0
59336,20723,10069,0,0
59352,20730,10092,0,0
59360,20740,10113,0,0
59355,20742,10121,0,0
59343,20735,10113,0,0
59335,20736,10103,0,0
59326,20744,10094,0,0
59299,20738,10069,0,0
59256,20709,10017,0,0
59208,20674,9949,0,0
59155,20637,9872,0,0
59086,20589,9775,0,0
59003,20528,9656,0,0
58920,20468,9533,0,0
58833,20409,9408,0,0
58731,20337,9264,0,0
58611,20246,9099,0,0
58493,20157,8940,0,0
58380,20077,8790,0,0
58261,19996,8631,0,0
58140,19913,8467,0,0
58033,19840,8315,0,0
57935,19773,8169,0,0
57825,19700,8012,0,0
57708,19624,7852,0,0
57604,19558,7707,0,0
57512,19500,7572,0,0
57419,19439,7437,0,0
57327,19377,7306,0,0
57242,19319,7183,0,0
57157,19264,7060,0,0
57067,19207,6931,0,0
56973,19149,6803,0,0
56884,19097,6686,0,0
56802,19050,6578,0,0
56722,19002,6471,0,0
56647,18953,6370,0,0
56575,18903,6276,0,0
56496,18848,6176,0,0
56413,18793,6066,0,0
56340,18748,5958,0,0
56276,18715,5859,0,0
56206,18679,5760,0,0
56132,18636,5653,0,0
56067,18597,5552,0,0
56005,18559,5464,0,0
55931,18510,5373,0,0
55852,18455,5276,0,0
55785,18408,5190,0,0
55731,18373,5121,0,0
55669,18335,5047,0,0
55603,18291,4964,0,0
55547,18253,4886,0,0
55497,18220,4817,0,0
55440,18181,4743,0,0
55380,18136,4660,0,0
55329,18095,4576,0,0
55284,18058,4494,0,0
55233,18022,4411,0,0
55181,17986,4335,0,0
55138,17957,4273,0,0
55106,17937,4227,0,0
55090,17931,4205,0,0
55108,17948,4228,0,0
55172,18000,4325,0,0
55286,18085,4506,0,0
55462,18208,4775,0,0
55721,18381,5145,0,0
56063,18611,5616,0,0
56469,18886,6173,0,0
56916,19187,6789,0,0
57393,19507,7449,0,0
57891,19845,8143,0,0
58388,20188,8849,0,0
58868,20517,9540,0,0
59328,20829,10207,0,0
59769,21128,10845,0,0
60176,21404,11438,0,0
60536,21650,11972,0,0
60856,21871,12447,0,0
61135,22069,12863,0,0
61364,22232,13210,0,0
61546,22356,13487,0,0
61693,22451,13706,0,0
61807,22525,13875,0,0
61880,22569,13987,0,0
61922,22586,14048,0,0
61950,22595,14080,0,0
61962,22598,14096,0,0
61945,22584,14084,0,0
61906,22554,14044,0,0
61870,22527,13997,0,0
61844,22505,13953,0,0
61809,22477,13896,0,0
61768,22442,13823,0,0
61736,22412,13753,0,0
61708,22389,13694,0,0
61672,22364,13640,0,0
61636,22338,13593,0,0
61611,22322,13558,0,0
61597,22312,13529,0,0
61586,22302,13500,0,0
61581,22295,13479,0,0
61584,22294,13472,0,0
61582,22294,13470,0,0
61570,22288,13459,0,0
61560,22280,13441,0,0
61549,22270,13422,0,0
61518,22246,13389,0,0
61463,22205,13331,0,0
61402,22157,13250,0,0
61339,22112,13158,0,0
61267,22065,13050,0,0
61177,22003,12915,0,0
61079,21932,12763,0,0
60982,21862,12612,0,0
60877,21792,12458,0,0
60764,21717,12299,0,0
60659,21644,12148,0,0
60571,21585,12018,0,0
60495,21537,11904,0,0
60427,21492,11803,0,0
60373,21452,11719,0,0
60336,21424,11659,0,0
60306,21405,11616,0,0
60281,21388,11579,0,0
60268,21380,11558,0,0
60273,21384,11558,0,0
60284,21392,11568,0,0
60299,21402,11582,0,0
60325,21419,11611,0,0
60360,21446,11652,0,0
60396,21471,11694,0,0
60426,21490,11733,0,0
60455,21508,11771,0,0
60478,21525,11807,0,0
60489,21532,11829,0,0
60490,21526,11830,0,0
60488,21517,11824,0,0
60477,21507,11814,0,0
60448,21484,11782,0,0
60402,21451,11725,0,0
60352,21420,11664,0,0
60299,21389,11599,0,0
60231,21345,11512,0,0
60152,21294,11408,0,0
60077,21247,11307,0,0
60004,21201,11207,0,0
59919,21146,11098,0,0
59829,21088,10986,0,0
59745,21033,10875,0,0
59660,20976,10756,0,0
59564,20910,10615,0,0
59468,20841,10462,0,0
59379,20776,10311,0,0
59288,20710,10162,0,0
59193,20639,10010,0,0
59103,20572,9862,0,0
59019,20510,9727,0,0
58931,20447,9595,0,0
58833,20378,9457,0,0
58729,20309,9323,0,0
58631,20248,9204,0,0
58537,20190,9090,0,0
58439,20130,8972,0,0
58345,20072,8858,0,0
58260,20021,8753,0,0
58176,19969,8649,0,0
58089,19914,8538,0,0
58005,19861,8430,0,0
57930,19813,8329,0,0
57854,19762,8225,0,0
57775,19708,8114,0,0
57702,19657,8007,0,0
57632,19608,7906,0,0
57556,19555,7798,0,0
57477,19498,7678,0,0
57408,19446,7563,0,0
57344,19399,7459,0,0
57276,19350,7353,0,0
57207,19299,7239,0,0
57149,19257,7139,0,0
57100,19225,7057,0,0
57040,19188,6972,0,0
56970,19143,6880,0,0
56910,19107,6800,0,0
56858,19079,6731,0,0
56797,19044,6656,0,0
56734,19003,6576,0,0
56687,18971,6510,0,0
56651,18948,6456,0,0
56606,18920,6392,0,0
56553,18887,6317,0,0
56504,18857,6241,0,0
56450,18823,6164,0,0
56383,18782,6079,0,0
56308,18738,5985,0,0
56233,18697,5888,0,0
56152,18652,5783,0,0
56061,18598,5665,0,0
55967,18539,5539,0,0
55874,18479,5416,0,0
55774,18415,5289,0,0
55671,18345,5159,0,0
55584,18287,5049,0,0
55528,18258,4982,0,0
55507,18252,4961,0,0
55532,18270,4995,0,0
55631,18334,5125,0,0
55818,18460,5379,0,0
56083,18642,5752,0,0
56418,18869,6226,0,0
56831,19145,6796,0,0
57313,19469,7453,0,0
57833,19824,8164,0,0
58369,20191,8901,0,0
58909,20561,9652,0,0
59440,20927,10402,0,0
59940,21272,11125,0,0
60399,21590,11799,0,0
60819,21881,12416,0,0
61196,22143,12975,0,0
61527,22373,13474,0,0
61813,22569,13911,0,0
62053,22733,14285,0,0
62245,22863,14589,0,0
62394,22961,14822,0,0
62509,23033,14995,0,0
62596,23086,15123,0,0
62653,23119,15209,0,0
62686,23134,15256,0,0
62711,23143,15282,0,0
62729,23149,15298,0,0
62728,23146,15297,0,0
62707,23130,15279,0,0
62679,23110,15251,0,0
62652,23092,15224,0,0
62620,23070,15189,0,0
62586,23043,15140,0,0
62561,23019,15088,0,0
62548,23003,15047,0,0
62535,22987,15012,0,0
62512,22963,14973,0,0
62484,22937,14935,0,0
62464,22920,14910,0,0
62452,22913,14895,0,0
62441,22908,14882,0,0
62437,22906,14873,0,0
62440,22909,14869,0,0
62438,22908,14860,0,0
62424,22898,14837,0,0
62403,22884,14807,0,0
62378,22867,14771,0,0
62340,22839,14717,0,0
62288,22799,14642,0,0
62232,22760,14561,0,0
62170,22720,14477,0,0
62094,22667,14372,0,0
62009,22599,14245,0,0
61927,22533,14113,0,0
61845,22471,13981,0,0
61746,22398,13837,0,0
61639,22318,13684,0,0
61545,22252,13547,0,0
61467,22202,13434,0,0
61390,22155,13325,0,0
61314,22108,13218,0,0
61254,22074,13131,0,0
61208,22046,13062,0,0
61162,22014,12997,0,0
61122,21984,12939,0,0
61102,21967,12905,0,0
61095,21957,12889,0,0
61086,21945,12876,0,0
61080,21936,12865,0,0
61082,21936,12864,0,0
61083,21935,12864,0,0
61076,21929,12858,0,0
61069,21926,12856,0,0
61064,21929,12858,0,0
61050,21928,12852,0,0
61030,21921,12826,0,0
61014,21910,12794,0,0
61000,21902,12766,0,0
60979,21889,12735,0,0
60940,21864,12687,0,0
60893,21831,12627,0,0
60850,21799,12563,0,0
60803,21765,12492,0,0
60745,21724,12407,0,0
60684,21681,12310,0,0
60621,21639,12210,0,0
60543,21589,12102,0,0
60448,21527,11974,0,0
60347,21459,11837,0,0
60248,21391,11701,0,0
60145,21319,11561,0,0
60035,21239,11414,0,0
59924,21160,11266,0,0
59814,21084,11121,0,0
59703,21006,10973,0,0
59596,20930,10818,0,0
59500,20863,10667,0,0
59407,20801,10522,0,0
59305,20729,10367,0,0
59196,20645,10200,0,0
59093,20567,10044,0,0
58993,20499,9905,0,0
58884,20428,9762,0,0
58771,20354,9616,0,0
58674,20295,9487,0,0
58589,20248,9370,0,0
58496,20195,9244,0,0
58396,20134,9110,0,0
58308,20079,8987,0,0
58228,20027,8871,0,0
58142,19970,8750,0,0
58054,19910,8631,0,0
57976,19858,8519,0,0
57903,19807,8406,0,0
57820,19749,8286,0,0
57732,19685,8165,0,0
57652,19626,8055,0,0
57580,19574,7951,0,0
57505,19522,7845,0,0
57430,19473,7738,0,0
57359,19431,7636,0,0
57287,19390,7536,0,0
57214,19347,7435,0,0
57143,19308,7341,0,0
57078,19275,7258,0,0
57014,19240,7176,0,0
56946,19200,7089,0,0
56884,19162,7006,0,0
56826,19127,6925,0,0
56759,19086,6835,0,0
56683,19038,6732,0,0
56610,18994,6636,0,0
56542,18957,6551,0,0
56470,18915,6461,0,0
56398,18866,6361,0,0
56333,18820,6264,0,0
56268,18778,6174,0,0
56188,18725,6071,0,0
56098,18664,5951,0,0
56012,18610,5833,0,0
55927,18565,5730,0,0
55833,18516,5623,0,0
55735,18459,5507,0,0
55643,18404,5393,0,0
55555,18350,5280,0,0
55461,18289,5155,0,0
55374,18222,5028,0,0
55312,18173,4932,0,0
55278,18149,4880,0,0
55268,18145,4867,0,0
55303,18171,4913,0,0
55412,18248,5057,0,0
55608,18384,5315,0,0
55882,18571,5687,0,0
56237,18810,6172,0,0
56676,19106,6770,0,0
57180,19443,7455,0,0
57713,19797,8191,0,0
58258,20162,8954,0,0
58808,20535,9733,0,0
59344,20901,10506,0,0
59851,21248,11248,0,0
60331,21577,11953,0,0
60778,21886,12613,0,0
61177,22165,13207,0,0
61525,22409,13720,0,0
61828,22623,14166,0,0
62088,22808,14552,0,0
62294,22954,14862,0,0
62450,23061,15097,0,0
62575,23144,15283,0,0
62675,23213,15432,0,0
62741,23257,15535,0,0
62774,23273,15589,0,0
62793,23277,15614,0,0
62805,23281,15627,0,0
62799,23274,15621,0,0
62776,23249,15592,0,0
62750,23220,15552,0,0
62723,23191,15509,0,0
62687,23158,15459,0,0
62643,23122,15401,0,0
62602,23090,15346,0,0
62564,23066,15297,0,0
62524,23043,15248,0,0
62489,23022,15200,0,0
62466,23006,15158,0,0
62445,22989,15117,0,0
62414,22965,15068,0,0
62379,22939,15018,0,0
62354,22923,14980,0,0
62331,22906,14949,0,0
62299,22879,14911,0,0
62265,22848,14864,0,0
62237,22822,14813,0,0
62205,22793,14753,0,0
62157,22755,14678,0,0
62099,22713,14591,0,0
62035,22671,14497,0,0
61959,22621,14390,0,0
61868,22559,14263,0,0
61773,22493,14130,0,0
61675,22430,14001,0,0
61573,22364,13869,0,0
61469,22294,13727,0,0
61371,22225,13589,0,0
61281,22164,13465,0,0
61198,22105,13347,0,0
61125,22049,13233,0,0
61068,22003,13140,0,0
61025,21972,13077,0,0
60986,21946,13024,0,0
60945,21919,12974,0,0
60921,21904,12942,0,0
60920,21907,12932,0,0
60921,21912,12928,0,0
60917,21910,12921,0,0
60924,21912,12924,0,0
60940,21921,12940,0,0
60949,21924,12951,0,0
60951,21916,12953,0,0
60954,21910,12957,0,0
60956,21912,12962,0,0
60943,21906,12948,0,0
60917,21890,12912,0,0
60892,21879,12876,0,0
60865,21872,12841,0,0
60819,21850,12786,0,0
60755,21808,12707,0,0
60691,21762,12623,0,0
60628,21717,12538,0,0
60554,21664,12436,0,0
60473,21606,12322,0,0
60400,21556,12212,0,0
60327,21508,12104,0,0
60239,21443,11978,0,0
60141,21364,11840,0,0
60046,21287,11705,0,0
59951,21215,11577,0,0
59847,21139,11440,0,0
59738,21062,11298,0,0
59633,20994,11157,0,0
59525,20927,11009,0,0
59409,20853,10851,0,0
59291,20774,10688,0,0
59180,20700,10528,0,0
59068,20626,10366,0,0
58950,20548,10199,0,0
58831,20469,10034,0,0
58708,20389,9874,0,0
58577,20305,9710,0,0
58446,20219,9538,0,0
58330,20145,9376,0,0
58228,20085,9231,0,0
58126,20021,9083,0,0
58022,19945,8923,0,0
57926,19873,8767,0,0
57831,19807,8623,0,0
57725,19734,8476,0,0
57610,19656,8325,0,0
57505,19586,8186,0,0
57411,19525,8063,0,0
57311,19459,7934,0,0
57207,19385,7794,0,0
57115,19317,7662,0,0
57032,19259,7542,0,0
56943,19198,7419,0,0
56847,19133,7291,0,0
56761,19080,7177,0,0
56686,19040,7080,0,0
56606,18996,6976,0,0
56520,18943,6862,0,0
56440,18897,6756,0,0
56362,18854,6653,0,0
56274,18803,6540,0,0
56185,18751,6428,0,0
56113,18712,6333,0,0
56054,18680,6250,0,0
55988,18640,6157,0,0
55914,18591,6053,0,0
55843,18545,5951,0,0
55772,18496,5848,0,0
55696,18440,5740,0,0
55620,18386,5630,0,0
55553,18342,5527,0,0
55488,18302,5425,0,0
55415,18259,5316,0,0
55337,18213,5204,0,0
55255,18165,5092,0,0
55161,18108,4969,0,0
55059,18043,4836,0,0
54962,17980,4704,0,0
54869,17923,4578,0,0
54777,17866,4449,0,0
54681,17804,4313,0,0
54586,17743,4179,0,0
54490,17686,4052,0,0
54391,17628,3931,0,0
54304,17575,3826,0,0
54258,17548,3766,0,0
54265,17557,3776,0,0
54329,17601,3863,0,0
54461,17689,4046,0,0
54689,17842,4363,0,0
55018,18064,4823,0,0
55430,18339,5398,0,0
55914,18659,6064,0,0
56461,19025,6815,0,0
57047,19424,7626,0,0
57636,19826,8445,0,0
58205,20211,9244,0,0
58756,20587,10022,0,0
59279,20946,10763,0,0
59752,21268,11438,0,0
60170,21551,12043,0,0
60543,21805,12589,0,0
60866,22025,13068,0,0
61122,22195,13461,0,0
61317,22322,13769,0,0
61473,22425,14015,0,0
61594,22502,14203,0,0
61675,22550,14329,0,0
61729,22578,14405,0,0
61762,22596,14445,0,0
61772,22598,14449,0,0
61754,22579,14413,0,0
61715,22548,14348,0,0
61663,22512,14267,0,0
61597,22469,14174,0,0
61520,22416,14069,0,0
61445,22360,13962,0,0
61377,22309,13866,0,0
61307,22257,13770,0,0
61237,22201,13667,0,0
61179,22153,13576,0,0
61132,22121,13506,0,0
61082,22092,13441,0,0
61024,22058,13367,0,0
60974,22026,13297,0,0
60935,22002,13242,0,0
60895,21977,13189,0,0
60846,21941,13125,0,0
60793,21903,13051,0,0
60743,21866,12972,0,0
60689,21826,12881,0,0
60622,21778,12774,0,0
60545,21725,12655,0,0
60459,21668,12529,0,0
60361,21606,12391,0,0
60256,21535,12242,0,0
60147,21465,12090,0,0
60034,21396,11940,0,0
59917,21320,11783,0,0
59804,21239,11620,0,0
59702,21169,11469,0,0
59608,21108,11335,0,0
59515,21043,11202,0,0
59429,20981,11076,0,0
59365,20938,10981,0,0
59317,20911,10918,0,0
59272,20889,10868,0,0
59240,20871,10830,0,0
59230,20864,10812,0,0
59229,20859,10806,0,0
59229,20855,10804,0,0
59240,20859,10812,0,0
59262,20873,10833,0,0
59282,20886,10857,0,0
59297,20892,10871,0,0
59316,20897,10883,0,0
59340,20908,10905,0,0
59354,20920,10928,0,0
59353,20922,10934,0,0
59347,20917,10922,0,0
59338,20910,10905,0,0
59317,20896,10879,0,0
59280,20870,10838,0,0
59237,20837,10786,0,0
59193,20805,10733,0,0
59137,20769,10665,0,0
59065,20721,10574,0,0
58989,20671,10470,0,0
58914,20622,10361,0,0
58832,20567,10239,0,0
58738,20501,10100,0,0
58637,20429,9953,0,0
58526,20353,9798,0,0
58404,20267,9623,0,0
58277,20175,9435,0,0
58153,20095,9258,0,0
58027,20023,9091,0,0
57884,19943,8909,0,0
57731,19850,8710,0,0
57584,19757,8516,0,0
57445,19667,8330,0,0
57303,19573,8140,0,0
57162,19480,7949,0,0
57039,19400,7776,0,0
56925,19325,7613,0,0
56801,19243,7442,0,0
56669,19159,7271,0,0
56550,19083,7112,0,0
56442,19011,6958,0,0
56335,18937,6803,0,0
56238,18869,6652,0,0
56155,18812,6517,0,0
56074,18756,6389,0,0
55983,18695,6256,0,0
55890,18638,6125,0,0
55799,18590,6004,0,0
55700,18535,5881,0,0
55592,18469,5750,0,0
55486,18402,5620,0,0
55391,18346,5506,0,0
55304,18297,5398,0,0
55219,18244,5283,0,0
55140,18191,5165,0,0
55067,18145,5054,0,0
54991,18100,4943,0,0
54911,18050,4827,0,0
54837,18000,4715,0,0
54770,17952,4610,0,0
54694,17900,4501,0,0
54610,17841,4386,0,0
54529,17787,4280,0,0
54454,17741,4186,0,0
54370,17689,4083,0,0
54278,17626,3961,0,0
54192,17567,3840,0,0
54105,17514,3727,0,0
54005,17453,3607,0,0
53895,17384,3476,0,0
53797,17325,3354,0,0
53715,17280,3250,0,0
53643,17240,3162,0,0
53591,17214,3100,0,0
53584,17218,3093,0,0
53631,17257,3161,0,0
53738,17334,3315,0,0
53932,17462,3580,0,0
54226,17653,3976,0,0
54608,17902,4493,0,0
55062,18198,5110,0,0
55578,18538,5813,0,0
56134,18912,6579,0,0
56701,19300,7371,0,0
57255,19680,8154,0,0
57796,20046,8915,0,0
58321,20399,9649,0,0
58804,20725,10337,0,0
59232,21015,10957,0,0
59614,21274,11508,0,0
59952,21504,11995,0,0
60232,21695,12408,0,0
60452,21840,12743,0,0
60622,21949,13009,0,0
60754,22031,13212,0,0
60846,22087,13352,0,0
60901,22116,13432,0,0
60930,22130,13472,0,0
60938,22132,13486,0,0
60918,22114,13465,0,0
60872,22074,13404,0,0
60819,22032,13326,0,0
60763,21991,13243,0,0
60689,21941,13144,0,0
60601,21879,13025,0,0
60518,21819,12899,0,0
60445,21769,12778,0,0
60369,21720,12656,0,0
60288,21670,12534,0,0
60213,21622,12416,0,0
60146,21576,12309,0,0
60085,21528,12215,0,0
60026,21479,12131,0,0
59970,21432,12054,0,0
59912,21388,11979,0,0
59849,21340,11899,0,0
59785,21293,11812,0,0
59726,21252,11727,0,0
59669,21214,11639,0,0
59597,21164,11531,0,0
59512,21103,11405,0,0
59427,21045,11280,0,0
59338,20984,11152,0,0
59229,20906,11001,0,0
59103,20814,10833,0,0
58980,20728,10669,0,0
58863,20648,10511,0,0
58747,20567,10350,0,0
58638,20491,10197,0,0
58542,20428,10063,0,0
58455,20374,9945,0,0
58378,20325,9832,0,0
58319,20288,9736,0,0
58278,20269,9668,0,0
58246,20259,9618,0,0
58223,20249,9573,0,0
58216,20244,9548,0,0
58226,20251,9556,0,0
58243,20265,9585,0,0
58262,20275,9617,0,0
58292,20289,9655,0,0
58334,20316,9710,0,0
58373,20345,9770,0,0
58402,20365,9819,0,0
58426,20378,9854,0,0
58450,20393,9887,0,0
58471,20405,9914,0,0
58482,20409,9929,0,0
58487,20407,9934,0,0
58483,20400,9929,0,0
58467,20384,9911,0,0
58439,20357,9877,0,0
58398,20326,9830,0,0
58346,20290,9764,0,0
58278,20244,9667,0,0
58195,20189,9546,0,0
58109,20136,9429,0,0
58018,20087,9319,0,0
57911,20026,9193,0,0
57793,19955,9049,0,0
57679,19887,8902,0,0
57567,19816,8751,0,0
57442,19733,8584,0,0
57310,19643,8406,0,0
57190,19564,8235,0,0
57078,19494,8073,0,0
56959,19415,7904,0,0
56835,19328,7730,0,0
56713,19242,7560,0,0
56586,19156,7387,0,0
56452,19065,7207,0,0
56322,18978,7027,0,0
56200,18900,6856,0,0
56079,18823,6685,0,0
55954,18742,6508,0,0
55836,18667,6335,0,0
55729,18601,6178,0,0
55621,18536,6031,0,0
55506,18461,5878,0,0
55394,18387,5724,0,0
55296,18321,5585,0,0
55199,18261,5453,0,0
55099,18199,5317,0,0
55006,18141,5184,0,0
54925,18092,5063,0,0
54848,18046,4948,0,0
54765,17995,4831,0,0
54683,17946,4719,0,0
54602,17901,4612,0,0
54513,17850,4495,0,0
54421,17790,4365,0,0
54334,17731,4237,0,0
54251,17675,4115,0,0
54162,17614,3986,0,0
54068,17550,3852,0,0
53984,17495,3729,0,0
53906,17448,3616,0,0
53819,17393,3496,0,0
53722,17334,3371,0,0
53632,17283,3256,0,0
53551,17238,3147,0,0
53464,17185,3033,0,0
53378,17129,2919,0,0
53305,17082,2820,0,0
53236,17040,2730,0,0
53168,16997,2647,0,0
53122,16966,2592,0,0
53123,16964,2591,0,0
53180,16996,2663,0,0
53299,17071,2828,0,0
53505,17206,3113,0,0
53814,17414,3542,0,0
54218,17687,4103,0,0
54702,18009,4761,0,0
55254,18372,5499,0,0
55851,18765,6300,0,0
56455,19165,7127,0,0
57043,19555,7946,0,0
57612,19933,8747,0,0
58158,20299,9523,0,0
58665,20640,10253,0,0
59119,20946,10912,0,0
59520,21217,11498,0,0
59870,21456,12019,0,0
60166,21657,12468,0,0
60410,21819,12838,0,0
60610,21950,13139,0,0
60767,22056,13380,0,0
60876,22131,13556,0,0
60946,22176,13668,0,0
60992,22206,13736,0,0
61023,22226,13775,0,0
61027,22220,13776,0,0
61004,22191,13739,0,0
60969,22157,13692,0,0
60925,22124,13642,0,0
60863,22082,13577,0,0
